id_t;neo_id;name;absoluteMagnitude;estimateDiameterMin;estimatedDiameterMax;relativeVelocity;missDistance;isHazardous
253;54415295;(2023 XS5);22.32;0.091317703;0.204192591;6145.860059;57829677.69;False
253;2232691;232691 (2004 AR1);19.86;0.283501249;0.633928065;71650.88149;46546301.07;True
253;3144532;(2002 XT90);19.03;0.415484643;0.929051906;81086.11031;31145239.57;False
253;3837644;(2019 AY3);23.82;0.045767267;0.10233872;78886.24917;16607162.05;False
253;3843208;(2019 NB5);20.39;0.222103282;0.496638037;87547.98982;73588106;False
253;54102020;(2020 YO3);24.74;0.029960908;0.066994628;83574.37004;36274238.65;False
253;54427463;(2024 DL);26.04;0.016464744;0.036816286;16950.34056;68448658.71;False
253;3132091;(2002 OY21);20.73;0.189913124;0.424658654;87787.44928;73832852.35;False
253;3444275;(2009 AE16);18.78;0.466181437;1.042413384;159899.5135;64067317.59;True
253;3757895;(2016 QN11);21.17;0.155079709;0.346768771;59384.44639;28990007.36;False
253;2398188;398188 Agni (2010 LE15);19.33;0.361871997;0.809170384;50836.82308;53764772.77;True
253;2511684;511684 (2015 BN509);20.79;0.184737464;0.413085527;49274.68506;74551985.13;True
253;2522684;522684 (2016 JP);21.14;0.157237082;0.351592805;51021.88893;59353944.14;True
253;3263232;(2004 XG);24.10;0.040230458;0.089958039;22960.52567;15190720.6;False
253;3555016;(2011 AC3);22.40;0.088014652;0.196806745;56494.93624;24601702.1;False
253;3837923;(2019 AV13);22.25;0.094309399;0.210882227;34581.32301;28487333.22;False
253;54178144;(2021 PN1);24.94;0.027324673;0.061099827;53650.5692;10826177.7;False
253;54418653;(2023 YA2);25.21;0.02412987;0.053956029;27685.8686;18272731.51;False
253;2311554;311554 (2006 BQ147);18.72;0.479242116;1.071617948;50074.61212;52332227.1;False
253;2368184;368184 (2000 RN77);19.47;0.339277435;0.758647409;47418.14686;41538481.63;False
253;2530531;530531 (2011 OL5);20.24;0.237987955;0.532157245;29758.83803;25090263.68;False
253;3757729;(2016 QB2);24.10;0.040230458;0.089958039;22837.83725;73549277.09;False
253;54191346;(2021 QG5);21.95;0.108281678;0.242125192;13717.50905;66437659.92;False
253;54387141;(2023 SM5);26.36;0.014208721;0.031771665;52996.29544;60406562.1;False
253;2375054;375054 (2007 PF6);20.81;0.18304378;0.409298336;97369.90614;56518186.98;True
253;3523340;(2010 KA8);21.40;0.139493823;0.311917671;32087.39486;20844435.94;False
253;3655755;(2014 AA17);20.20;0.242412481;0.542050786;107525.6417;31878241.62;False
253;3831717;(2018 TD4);22.11;0.100590039;0.224926165;26079.15516;13818205.47;False
253;3837543;(2018 YA3);22.83;0.072202956;0.161450717;13781.14924;37392425.76;False
253;3843051;(2019 MG2);22.14;0.099209892;0.221840062;70959.0109;68079553.72;False
253;54104844;(2021 AM2);27.18;0.009739911;0.021779103;33320.34945;39021454.15;False
253;54419492;(2024 AX1);23.86;0.04493192;0.100470827;30667.18663;38677900.45;False
253;2138947;138947 (2001 BA40);18.82;0.457672667;1.023387195;35167.67125;59680613.41;False
253;3313180;(2006 BC);19.25;0.375452479;0.839537266;109596.1736;24083877.27;False
253;3360486;(2006 WE4);18.90;0.4411182;0.986370281;62611.04865;40391591.72;False
253;3444295;(2009 BB);18.24;0.597798714;1.336718562;106460.8733;20205629.17;False
253;3648878;(2013 TG6);26.58;0.012839703;0.028710449;12208.59645;7469513.921;False
253;3744153;(2016 CO247);20.60;0.201629919;0.450858206;76973.88763;21494479.67;True
253;3744322;(2016 CX247);22.60;0.080270317;0.179489885;84990.88774;65457856.31;False
253;3837932;(2019 AY13);22.65;0.078443141;0.175404196;75840.12877;24881795.43;False
253;54097670;(2020 WU5);18.70;0.483676488;1.081533507;76724.09807;8241498.156;True
253;54239541;(2022 BA);21.36;0.142087207;0.317716653;53312.36341;31552961.98;True
253;54244790;(2022 CN1);21.32;0.144728805;0.323623447;68819.28418;57179121.38;True
253;2613676;613676 (2006 WE4);18.82;0.457672667;1.023387195;62611.03796;40391574.29;False
253;54405400;(2023 VO9);22.54;0.082519194;0.184518527;2328.435073;61877471.79;False
253;3366808;(2007 BT7);20.10;0.253837029;0.567596853;84125.19731;68117932.95;False
253;3545179;(2010 PY75);18.50;0.530340723;1.185877909;99787.70132;36631190.49;False
253;3837989;(2019 BG2);21.90;0.110803882;0.247765013;30688.39869;30602279.56;True
253;54048867;(2020 OP);23.38;0.056047336;0.125325654;100015.4464;73185168.05;False
253;54358781;(2023 JT4);28.50;0.005303407;0.011858779;24446.6228;61287102.43;False
253;3653922;(2013 WW44);20.53;0.208235599;0.465628955;49793.36132;60169443.82;False
253;3799247;(2018 CC1);23.50;0.053034072;0.118587791;43621.42658;74042791.58;False
253;3638380;(2013 JL22);21.30;0.146067964;0.326617897;84255.41962;74531530.54;True
253;3719474;(2015 KF19);22.34;0.090480497;0.202320542;36869.13169;27295241.85;False
253;3766434;(2017 AH13);21.41;0.138852907;0.310484539;79058.52651;22273075.75;False
253;54337707;(2022 YL7);20.38;0.223128464;0.498930414;89202.18782;61820499.55;False
253;54339214;(2023 BG);23.29;0.058419115;0.130629113;25986.48286;36679070.41;False
253;54420441;(2024 AD4);24.81;0.029010484;0.064869415;49424.62706;26040609.78;False
253;2234145;234145 (2000 EW70);21.58;0.12839703;0.287104486;29749.8881;40465906.24;True
253;2437841;437841 (1998 HD14);21.00;0.167708462;0.375007522;36395.71683;46826932.62;True
253;3401904;(2008 CE5);21.03;0.165407416;0.369862226;91854.76946;28980467.07;False
253;2286080;286080 (2001 TX1);21.24;0.150160248;0.335768522;57798.41125;60634863.62;True
253;2368565;368565 (2004 FE5);20.09;0.255008688;0.570216761;61515.86921;71718543.73;True
253;2513138;513138 (2002 CY58);21.08;0.161642283;0.361443134;25211.46426;63950652.42;False
253;2523586;523586 (1999 LK1);22.15;0.098754064;0.2208208;52135.39345;59566509.47;False
253;3827102;(2018 QP1);21.20;0.152951935;0.342010925;37066.06855;26778095.05;False
253;54100199;(2020 XL5);20.29;0.232570688;0.520043867;91392.62459;59441183.83;False
253;54165397;(2021 NF);24.75;0.029823251;0.066686816;74211.90739;65130634.19;False
253;2614689;614689 (2020 XL5);20.29;0.232570688;0.520043867;91392.62491;59441184.16;False
253;3529626;(2010 MA);25.70;0.019255508;0.043056624;65859.35063;66234323.46;False
253;3743607;(2016 CV193);22.57;0.081386988;0.181986838;28148.16802;74306923.15;False
253;3892648;(2019 VW1);25.70;0.019255508;0.043056624;46973.29308;26322330.08;False
253;54184277;(2021 PQ6);22.95;0.06832112;0.152770668;44979.58592;47998032.76;False
253;2349068;349068 (2006 YT13);18.34;0.57089334;1.276556316;75147.48766;32830377.56;True
253;2506459;506459 (2002 AL14);17.97;0.676947481;1.513700585;42968.83399;20719386.81;False
253;3401381;(2008 CG);22.00;0.105816886;0.23661375;62708.77154;42786622.83;False
253;3893730;(2019 WC5);22.47;0.085222639;0.190563613;38937.3753;11747501.12;False
253;3256321;(2004 TD10);22.18;0.097399107;0.217791025;56704.83273;72098449.68;False
253;3313739;(2006 BA9);22.70;0.076657557;0.171411509;33100.01767;33390409.53;False
253;3555015;(2011 AB3);23.50;0.053034072;0.118587791;21471.46301;9593649.709;False
253;3656926;(2014 BT8);25.00;0.02658;0.059434687;32772.64751;17806744.03;False
253;3724198;(2015 NJ24);21.39;0.140137697;0.313357417;28044.40676;23274526.24;False
253;3763953;(2016 WH1);25.10;0.025383703;0.056759685;75393.48166;70458935.16;False
253;54049354;(2020 ON3);21.60;0.127219879;0.284472297;107840.3556;60673297.48;True
253;2420048;420048 (2011 DL19);18.89;0.443154309;0.99092316;55211.6647;59106703.71;False
253;3588787;(2011 WK15);19.70;0.305179233;0.682401509;48281.56491;41996550.7;False
253;3666471;(2014 FD7);21.48;0.134448195;0.300635304;20568.7432;58249428.75;False
253;3740043;(2016 AG165);20.92;0.174002295;0.38908096;33270.09889;74201061.85;False
253;3794988;(2017 YZ1);20.43;0.218049441;0.487573371;78844.33436;68932874.24;True
253;2585310;585310 (2017 YZ1);20.43;0.218049441;0.487573371;78844.37173;68932915.09;True
253;3619458;(2012 XH16);22.30;0.092162655;0.206081961;35876.47183;34695821.83;False
253;3759718;(2016 SG1);17.24;0.947447113;2.118556149;103847.8505;74732984.79;False
253;3797751;(2018 BT1);23.06;0.064946384;0.14522453;57487.7072;10355930.41;False
253;54279840;(2022 KO);24.89;0.027961147;0.062523025;29216.68191;36795849.53;False
253;54349273;(2023 EY2);19.75;0.298232505;0.666868155;90265.78555;66343529.81;False
253;2007482;7482 (1994 PC1);16.66;1.237527837;2.767196367;66488.55171;30064696.44;True
253;2438661;438661 (2008 EP6);19.23;0.378926498;0.847305409;42791.2675;7082320.765;True
253;3069758;(2001 CP36);23.92;0.0437074;0.097732718;42014.68747;20063213.6;False
253;3512347;(2010 FC6);20.23;0.239086457;0.534613571;61282.26726;72088579.24;False
253;3705040;(2015 BA93);21.07;0.16238839;0.363111479;50677.13107;46821859.6;False
253;3720918;(2015 LJ);24.70;0.030517923;0.068240151;25494.4932;63998157.47;False
253;3766591;(2017 BU);25.21;0.02412987;0.053956029;54674.30828;35733447.74;False
253;3837581;(2018 YD3);22.40;0.088014652;0.196806745;11032.18218;45250286.17;False
253;54298999;(2022 QG8);26.95;0.010828168;0.024212519;34671.91782;4613875.037;False
253;54340712;(2023 BW9);21.68;0.122618211;0.274182656;58720.2057;41743405.79;False
253;54425755;(2024 CU1);26.72;0.012038018;0.026917826;33363.16747;13158075.18;False
253;2666360;666360 (2010 FC6);20.23;0.239086457;0.534613571;61282.2681;72088579.51;False
253;2137199;137199 (1999 KX4);16.98;1.067959975;2.388031102;68288.09273;69492628.09;False
253;3274693;(2005 FG);24.06;0.040978398;0.091630484;24720.1263;51090555.15;False
253;3709081;(2015 BW510);20.85;0.179702855;0.401827799;91607.30802;40545780.45;False
253;3797906;(2018 BL5);24.10;0.040230458;0.089958039;16284.26721;17597947.38;False
253;3989198;(2020 BT8);22.66;0.078082728;0.174598287;33062.86467;39878451.31;False
253;54304629;(2022 SW);25.14;0.024920398;0.055723704;70008.24531;42881989.82;False
253;3430385;(2008 TX9);26.20;0.015295194;0.034201093;63570.68511;46888531.06;False
253;3508131;(2010 CB55);22.69;0.077011393;0.172202709;46612.2568;73130924.15;False
253;3674578;(2014 NB52);21.96;0.107784169;0.241012728;86235.10581;49039561.09;True
253;3724221;(2015 ME131);19.69;0.306587876;0.685551332;81221.92605;55061064.77;True
253;54054410;(2020 RX8);19.60;0.319414757;0.71423311;81226.66715;55083410.71;True
253;54338282;(2022 YN7);20.55;0.206326484;0.461360043;56855.09446;53432394.79;False
253;2163023;163023 (2001 XU1);19.52;0.331554538;0.741378485;59369.7693;61554363.64;False
253;3444371;(2009 BJ2);27.10;0.010105434;0.022596438;41575.63106;12089563.25;False
253;3555172;(2011 AB37);25.90;0.017561232;0.039268108;25112.46339;2602608.194;False
253;3767002;(2017 BM6);19.96;0.270741591;0.605396602;114290.616;51718423.38;False
253;54105510;(2021 AN5);22.20;0.096506147;0.215794305;80876.49959;56692636.01;False
253;54336061;(2022 YF2);23.03;0.065849878;0.147244804;55413.76147;33453194.47;False
253;2677600;677600 (2017 BM6);19.96;0.270741591;0.605396602;114290.6092;51718415;False
253;2510238;510238 (2011 FC29);20.72;0.190789723;0.426618789;80274.41498;46031065.83;False
253;3472699;(2009 UY87);19.48;0.337718597;0.755161741;58989.99803;44567875.88;False
253;3735197;(2015 VU142);19.57;0.324007435;0.724502651;17202.22172;64378188.77;False
253;3761742;(2016 UY40);21.80;0.116025908;0.259441818;47079.88306;62182052.17;False
253;3768613;(2017 BN123);22.60;0.080270317;0.179489885;50732.65236;41151177.27;False
253;3768612;(2017 CG1);23.07;0.064647983;0.144557284;12347.95363;59024684.76;False
253;54121907;(2021 CZ8);22.39;0.088420909;0.197715164;39470.62454;47824608.96;False
253;54252592;(2022 EV3);29.84;0.002861245;0.006397937;73531.1996;54521179.11;False
253;54341597;(2023 CF3);22.14;0.099209892;0.221840062;36205.90947;64546113.44;False
253;2159454;159454 (2000 DJ8);18.15;0.623096019;1.393285055;73654.18025;54619259.65;False
253;2277810;277810 (2006 FV35);21.72;0.120380177;0.269178258;31750.19267;43874183.58;False
253;2359170;359170 (2009 CN5);19.95;0.271991277;0.608190985;83566.32702;62761221.88;True
253;3624756;(2013 BT18);23.40;0.055533491;0.124176661;46488.66004;17070042.23;False
253;54109175;(2021 CC);25.43;0.021804944;0.048757337;23599.14112;5214518.623;False
253;2471083;471083 (2009 XF2);19.98;0.268259417;0.599846292;44929.42424;43354339.55;False
253;3363346;(2006 XW);23.25;0.059505208;0.13305769;13629.71612;30670984.02;False
253;3446391;(2009 CO5);21.85;0.113384836;0.253536201;49093.91128;67691516.51;False
253;3578688;(2011 SR12);19.59;0.321036917;0.717860371;70235.48468;51489606.76;False
253;3607382;(2012 PS4);21.29;0.146742183;0.328125497;100322.0798;58946596.41;True
253;3654381;(2013 XX8);24.40;0.035039264;0.078350176;43397.66157;49734833.35;False
253;3678630;(2014 OL339);22.78;0.073884779;0.165211388;50000.66303;60483136;False
253;3758254;(2016 QM44);23.70;0.048367649;0.108153351;50784.58615;32196465.41;False
253;3799253;(2018 CA1);25.20;0.024241248;0.054205079;53662.06628;4823281.956;False
253;3989193;(2020 BO8);23.70;0.048367649;0.108153351;81877.44345;54820640.96;False
253;54246391;(2022 CH5);24.39;0.035200998;0.078711824;40312.35244;32735466.69;False
253;54279935;(2022 KH1);25.50;0.021113245;0.04721065;28447.27896;54643756.3;False
253;54338889;(2023 AO1);21.09;0.160899605;0.359782453;63705.15979;64160654.33;False
253;2302311;302311 (2002 AA);19.39;0.35200998;0.787118244;32364.95499;58598933.67;False
253;2523625;523625 (2008 DG17);19.63;0.315177333;0.704757942;97607.34502;46882129.23;False
253;54017378;(2020 LH);22.21;0.096062742;0.21480282;39264.11063;53249145.64;False
253;3445070;(2009 BE58);21.70;0.121494041;0.271668934;44432.75571;47450937.12;True
253;3989197;(2020 BS8);20.88;0.177237239;0.396314515;39845.09705;62374105.39;False
253;54337032;(2022 YO6);21.73;0.11982708;0.267941497;58992.83399;11974031.9;True
253;3646734;(2013 QC11);21.58;0.12839703;0.287104486;59952.74986;13707754.2;True
253;3759645;(2016 RP40);24.81;0.029010484;0.064869415;30148.16637;63890591.44;False
253;2315098;315098 (2007 EX);16.74;1.192765246;2.667104172;49406.93836;21713134.22;False
253;3445079;(2009 BO58);21.86;0.11286388;0.252371308;101344.8803;64434112.71;False
253;3468662;(2009 SB170);20.82;0.182202771;0.407417781;104368.4471;67704708.77;False
253;2417210;417210 (2005 XV77);20.56;0.2053785;0.459240286;91218.57065;72043216.74;False
253;2512245;512245 (2016 AU8);19.91;0.277047973;0.6194981;25415.70623;28545780.81;False
253;3092285;(2001 BE16);19.89;0.279611466;0.625230245;70506.18164;55264717.07;False
253;3801934;(2018 EJ4);21.37;0.141434375;0.316256878;27391.96173;67452187.02;True
253;3986636;(2020 AD3);21.61;0.126635356;0.283165265;49076.96161;67094479.09;True
253;3136724;(2002 RS129);22.89;0.070235225;0.157050737;31686.44856;34844876.5;False
253;3758247;(2016 QE44);21.57;0.128989683;0.2884297;83160.2887;54803516.98;False
253;54076359;(2020 UB5);25.11;0.025267075;0.056498898;9452.460662;16239569.36;False
253;54088814;(2020 WO);25.84;0.018053233;0.040368255;60127.87099;51054212.68;False
253;2264993;264993 (2003 DX10);20.42;0.219055911;0.489823908;62956.72074;31274085.65;True
253;54075550;(2020 UF2);21.73;0.11982708;0.267941497;55809.19666;30780414.85;True
253;2317255;317255 (2002 DJ5);19.87;0.282198679;0.63101543;96474.78947;44029223.88;True
253;2323300;323300 (2003 UD22);19.64;0.313729225;0.701519874;86546.99693;74538300.3;False
253;3789115;(2017 VV1);20.21;0.241298697;0.539560289;84862.91923;33403442.62;False
253;3802553;(2018 EA10);27.40;0.008801465;0.019680675;40736.83717;28664974.44;False
253;2162510;162510 (2000 QW69);17.60;0.802703167;1.794898848;74588.78213;43568134.8;True
253;2307161;307161 (2002 DY3);18.35;0.568270323;1.270691073;47262.97909;68202949.18;False
253;2437965;437965 (2003 AL73);19.49;0.336166921;0.751692088;63084.28169;46450732.84;False
253;2485110;485110 (2010 HZ108);20.88;0.177237239;0.396314515;43004.98835;52752899.3;False
253;3748472;(2016 FU12);26.90;0.011080388;0.024776501;57552.07405;56805352.67;False
253;3770330;(2017 EN);20.62;0.199781365;0.446724713;84060.90344;27462981.48;True
253;54137451;(2021 GM10);24.87;0.028219868;0.063101543;11689.47677;37016998.23;False
253;54225487;(2021 WV3);25.20;0.024241248;0.054205079;37130.09155;48337432.08;False
253;54392417;(2023 TL4);20.01;0.26457876;0.591616093;160778.9344;68427579.01;True
253;54427469;(2024 DQ);24.87;0.028219868;0.063101543;50754.06054;62223224.31;False
253;3031176;(2000 EB14);23.43;0.054771543;0.122472894;45249.32266;21618657.6;False
253;3469639;(2009 SR171);26.00;0.016770846;0.037500752;46621.54292;24282247.53;False
253;54358779;(2023 JR4);26.84;0.01139082;0.025470647;31300.50717;63913111.26;False
253;2267940;267940 (2004 EM20);20.39;0.222103282;0.496638037;44754.00866;62864538.15;False
253;2412983;412983 (1996 FO3);20.16;0.246919266;0.552128263;35057.8324;31673996.83;True
253;3114037;(2002 CT46);20.80;0.183888672;0.411187571;45848.82297;39426517.14;False
253;3840736;(2019 FP2);22.21;0.096062742;0.21480282;67282.33849;61190629.37;False
253;54339214;(2023 BG);23.29;0.058419115;0.130629113;25774.45862;37904764.66;False
253;3428530;(2008 SW150);19.38;0.353634784;0.790751417;33796.82692;73731399.39;False
253;54016733;(2020 HN5);25.00;0.02658;0.059434687;70172.73371;63759505.55;False
253;54101343;(2020 YG1);27.10;0.010105434;0.022596438;25548.54535;74148920.86;False
253;2614088;614088 (2008 SW150);19.38;0.353634784;0.790751417;33796.82627;73731395.12;False
253;54289135;(2022 MF2);26.13;0.015796286;0.035321568;33284.65471;48403341.07;False
253;2523650;523650 (2011 GQ61);18.59;0.508809225;1.137732014;142339.0178;64016098.12;True
253;3338368;(2006 QQ23);19.76;0.296862251;0.663804174;43487.00308;57174475.2;True
253;3592014;(2011 YL63);20.91;0.174805453;0.390876876;140294.1758;63497210.11;False
253;3745508;(2016 EE28);26.93;0.01092836;0.024436555;36105.77151;35125828.75;False
253;54245809;(2022 CF3);25.43;0.021804944;0.048757337;17371.12698;8661882.308;False
253;2003554;3554 Amun (1986 EB);15.91;1.748054532;3.908768761;46130.83305;40089825.89;False
253;3328554;(2006 FE);20.32;0.229379698;0.512908597;52680.3336;16926599.07;False
253;3542555;(2010 PQ10);21.62;0.12605352;0.281864239;72808.20852;71570323.88;False
253;3726597;(2015 QT3);24.00;0.042126461;0.094197631;60127.07588;47404442.91;False
253;3797849;(2018 BY2);20.47;0.21406959;0.478674154;25751.24598;18942128.32;True
253;3799645;(2018 CA14);24.40;0.035039264;0.078350176;23700.9689;19644940.95;False
253;54016817;(2020 HR8);26.90;0.011080388;0.024776501;29107.64518;31929042.21;False
253;2613397;613397 (2006 FE);20.30;0.231502122;0.517654482;52680.24356;16926696.31;False
253;3160848;(2003 TM1);22.26;0.093876087;0.209913311;28741.65358;69455605.73;False
253;3358522;(2006 VG13);21.46;0.135692229;0.303417048;43224.40336;58319646.87;True
253;3401428;(2008 CL1);19.45;0.342416731;0.765667087;58076.37395;34757428.58;False
253;3435023;(2008 UB95);24.80;0.029144391;0.065168838;18504.66912;20817516.46;False
253;3627115;(2013 DL1);21.23;0.150853356;0.337318359;113763.1456;58176507.19;False
253;2416217;416217 (2002 VD118);20.57;0.204434871;0.457130269;20491.60858;58209647.37;False
253;2518507;518507 (2006 EE1);19.94;0.273246732;0.610998268;91887.71181;51805771.13;False
253;3777663;(2015 CN62);20.32;0.229379698;0.512908597;10951.36011;41278891.06;False
253;3715093;(2015 FX284);24.40;0.035039264;0.078350176;18953.62122;38325928.69;False
253;3758923;(2016 RB1);28.30;0.00581507;0.013002893;46275.57958;57250303.33;False
253;3770288;(2017 DN109);21.82;0.114962176;0.257063241;147472.9982;58650208.29;True
253;3826708;(2018 PA20);20.15;0.248058993;0.554676771;60999.71835;66850718.47;False
253;2654647;654647 (2015 CN62);20.16;0.246919266;0.552128263;10951.35164;41278898.29;False
253;2411165;411165 (2010 DF1);22.09;0.101520787;0.227007381;94065.3909;57717877.83;False
253;3398650;(2007 YO56);20.15;0.248058993;0.554676771;29020.86087;55124994.5;False
253;3601276;(2012 EH5);24.50;0.033462237;0.074823838;31062.18117;21789639.88;False
253;3664085;(2014 EB49);20.60;0.201629919;0.450858206;97874.76048;72693578.82;False
253;3685814;(2014 RF11);23.80;0.046190746;0.103285648;25853.4941;61208511.4;False
253;3766092;(2016 YE3);20.94;0.172407032;0.385513844;26254.68036;73866897.28;False
253;54051103;(2020 QA);22.77;0.074225815;0.165973969;51000.25398;48225896.78;False
253;54425951;(2024 CB2);21.95;0.108281678;0.242125192;69122.96277;57795796.23;False
253;2663927;663927 (2007 YO56);20.15;0.248058993;0.554676771;29020.85969;55124994.07;False
253;2455594;455594 (2004 SV55);17.99;0.670741189;1.499822895;114254.2045;23577041.65;False
253;2469445;469445 (2002 LT24);22.19;0.096951599;0.216790366;50488.64148;73884822.44;False
253;3698551;(2014 HC199);22.40;0.088014652;0.196806745;35703.05785;60043652.7;False
253;3715468;(2015 GU);28.40;0.005553349;0.012417666;93596.48442;68155937.1;False
253;3774006;(2017 HX);24.20;0.038419789;0.08590926;51574.80426;23877038.08;False
253;54248976;(2022 EV1);26.06;0.016313794;0.036478753;60925.75268;49101889.95;False
253;2011398;11398 (1998 YP11);16.41;1.38852907;3.10484539;66204.40542;64105400.55;False
253;2065733;65733 (1993 PC);18.43;0.547715431;1.224728936;56653.98822;55657338.17;False
253;2475016;475016 (2005 UO);22.06;0.102933082;0.230165369;97342.2564;40972561.61;False
253;2531060;531060 (2012 DJ61);19.89;0.279611466;0.625230245;105904.5144;5712564.744;True
253;3734562;(2015 VO105);24.10;0.040230458;0.089958039;15157.45426;30235182.41;False
253;3959231;(2019 YL4);24.40;0.035039264;0.078350176;24300.99263;19408981.84;False
253;3989259;(2020 BL11);27.80;0.00732074;0.016369672;51951.88355;69461608.93;False
253;3150195;(2003 DA16);17.80;0.732073989;1.636967205;114598.171;65855832.42;False
253;3367900;(2007 CM26);25.10;0.025383703;0.056759685;71630.74122;69333635.47;False
253;3623997;(2013 AE69);21.32;0.144728805;0.323623447;16239.15355;54235199.88;False
253;3745504;(2016 EF28);21.70;0.121494041;0.271668934;71439.16645;6442715.864;True
253;3893643;(2019 WL4);21.61;0.126635356;0.283165265;109306.092;58713918.84;True
253;54017292;(2020 KR6);20.04;0.260948603;0.583498816;56889.51298;73591451.9;False
253;2612541;612541 (2003 DA16);17.91;0.695913044;1.556108872;114602.6701;65862839.02;False
253;2401885;401885 (2001 RV17);20.42;0.219055911;0.489823908;54605.12006;58237878.01;False
253;3274304;(2005 EY169);22.29;0.092588058;0.207033192;61458.3307;44373096.35;False
253;3445541;(2009 BH81);19.50;0.334622375;0.748238376;83513.39;61739710.85;False
253;54426461;(2024 CL3);26.34;0.014340192;0.032065645;26234.81249;15559629.01;False
253;2168044;168044 (2005 SG);19.09;0.404161533;0.903732663;91023.34415;68339214;False
253;3448532;(2009 DH39);18.80;0.46190746;1.032856481;113361.8054;12823715.71;True
253;3608936;(2012 SD22);20.05;0.259749653;0.580817882;64290.75351;24082667.43;True
253;3878561;(2019 TS1);24.26;0.037372743;0.083567994;49386.12623;46789498.55;False
253;2620063;620063 (2009 DH39);18.77;0.468333233;1.047224945;113361.8091;12823702.73;True
253;2669051;669051 (2012 SD22);20.06;0.258556212;0.578149266;64290.74326;24082656.54;True
253;2425755;425755 (2011 CP4);21.16;0.155795524;0.348369383;102524.4908;8434224.209;True
253;3591884;(2011 YT62);22.29;0.092588058;0.207033192;23962.55242;57529948.23;False
253;3600564;(2012 EP3);25.50;0.021113245;0.04721065;85696.21878;53436928.13;False
253;54293318;(2020 CO8);28.00;0.006676594;0.014929318;65860.35851;61286882.13;False
253;54353691;(2023 GA);22.39;0.088420909;0.197715164;26033.81834;21130859.4;False
253;3379843;(2007 OX);21.30;0.146067964;0.326617897;71561.95584;71401372.85;False
253;3662200;(2014 DH);26.60;0.012721988;0.02844723;73463.53354;47094340.75;False
253;3797901;(2018 BG5);24.08;0.040602706;0.09079041;23384.15048;45026407.06;False
253;3825104;(2018 LJ1);26.50;0.013321557;0.029787906;23904.549;64901329.18;False
253;54187638;(2021 QR);21.77;0.117639989;0.263051013;55869.1787;16511845.71;False
253;54244194;(2022 BH7);20.97;0.170041519;0.380224396;66931.68074;25507736.57;True
253;3621023;(2012 XO134);24.00;0.042126461;0.094197631;34866.33146;51273709.49;False
253;3838260;(2019 CE5);23.43;0.054771543;0.122472894;32576.37246;31724001.46;False
253;54201812;(2021 TL);23.52;0.052547853;0.117500572;20315.93662;34786678.32;False
253;54326659;(2022 VR1);24.79;0.029278915;0.065469644;19640.88641;27961885.22;False
253;2203471;203471 (2002 AU4);19.46;0.340843469;0.762149166;41002.8341;41081698.48;False
253;2515639;515639 (2014 MK27);21.72;0.120380177;0.269178258;36491.583;21884183.08;False
253;3781044;(2017 QN18);20.36;0.225193047;0.50354696;75559.0797;74134044.02;False
253;2485823;485823 (2012 DF61);20.61;0.200703514;0.448786701;68595.26542;21288138.96;False
253;2513358;513358 (2008 CA5);19.80;0.291443905;0.651688382;103081.5074;50765778.02;False
253;3384183;(2007 RR12);19.88;0.280902094;0.628116177;65152.80359;55284935.53;False
253;3680284;(2014 PA59);20.80;0.183888672;0.411187571;57650.05622;30427420.94;False
253;3748227;(2016 FT3);20.00;0.2658;0.594346868;75801.02052;49925731.71;False
253;3843336;(2019 OK);23.30;0.058150704;0.130028927;94600.73013;9592649.946;False
253;54130034;(2021 EQ);24.02;0.041740243;0.093334022;35906.75755;37225271.79;False
253;54339966;(2023 BC2);25.43;0.021804944;0.048757337;42540.58975;14026893.47;False
253;2382395;382395 (1990 SM);16.46;1.35692229;3.034170481;72663.20093;25226879.35;True
253;2424965;424965 (2009 AM15);18.76;0.470494961;1.052058716;92927.29742;35771501.01;False
253;3634155;(2013 GN3);23.60;0.050647146;0.113250461;10162.40691;8407382.746;False
253;3640706;(2013 LK7);20.49;0.212106988;0.474285643;48057.50197;55715347.03;False
253;3760885;(2016 TR55);22.99;0.067074119;0.14998229;21566.98086;56245167.27;False
253;3843733;(2019 QK7);25.50;0.021113245;0.04721065;29876.72541;38176702.52;False
253;54138702;(2021 GB24);22.89;0.070235225;0.157050737;33644.13886;13695932.9;False
253;54171999;(2021 OT);26.24;0.015016025;0.033576852;43382.34882;47647145.39;False
253;54180629;(2010 RP45);20.59;0.202560601;0.452939273;34942.67467;71255429.09;False
253;3263254;(2004 XK3);24.47;0.033927744;0.075864741;30899.34176;72745652.07;False
253;3744802;(2016 DB1);26.50;0.013321557;0.029787906;26842.34164;5137319.33;False
253;3763269;(2016 UR109);22.18;0.097399107;0.217791025;38164.93975;74787776.49;False
253;2010636;10636 (1998 QK56);17.70;0.766575574;1.714115092;41798.97041;18147215.28;False
253;3368867;(2007 DD49);19.06;0.40978398;0.916304836;98483.03456;70510732.64;False
253;3581556;(2011 TK5);22.91;0.069591304;0.155610887;75223.49979;74410375.18;False
253;54206544;(2021 TO8);27.89;0.007023523;0.015705074;42787.92082;44297869.82;False
253;54248341;(2022 DK1);26.05;0.016389095;0.036647131;40630.58333;46789913.89;False
253;2141526;141526 (2002 FA6);20.20;0.242412481;0.542050786;56218.76756;64563501.57;False
253;3285301;(2005 OH3);26.00;0.016770846;0.037500752;27770.75282;67936278.57;False
