id_t;neo_id;name;absoluteMagnitude;estimateDiameterMin;estimatedDiameterMax;relativeVelocity;missDistance;isHazardous
253;2152564;152564 (1992 HF);19.63;0.315177333;0.704757942;60719.74713;18928955.18;False
253;2488474;488474 (1999 HD1);20.32;0.229379698;0.512908597;61781.37153;35475342.7;False
253;3174187;(2004 BT58);22.19;0.096951599;0.216790366;52829.82664;41055893.88;False
253;3519490;(2010 JG);20.95;0.171614894;0.383742569;51302.69455;22441046.61;True
253;3566699;(2011 KY15);24.42;0.034718022;0.077631858;97761.35646;64074377.65;False
253;54143423;(2021 JF1);22.27;0.093444765;0.208948847;65654.27814;6742536.534;False
253;54229942;(2021 XK5);21.95;0.108281678;0.242125192;31061.57751;65536653.58;False
253;54382563;(2023 RN7);23.17;0.061738344;0.138051134;74424.53999;37799609.82;False
253;2403039;403039 (2008 AE);19.86;0.283501249;0.633928065;12931.608;47287058.73;False
253;3299469;(2005 VY3);20.15;0.248058993;0.554676771;57042.74913;44343717.18;False
253;3841677;(2019 HK4);21.30;0.146067964;0.326617897;66390.67664;68696789.29;False
253;3842637;(2019 KW3);21.86;0.11286388;0.252371308;36494.94733;26327354.16;False
253;3653692;(2013 VM13);24.21;0.038243266;0.085514543;11576.52358;32607960.25;False
253;3775046;(2017 KJ27);25.40;0.022108281;0.049435619;69714.46592;18875860.2;False
253;3910106;(2019 XB3);20.32;0.229379698;0.512908597;139108.6586;43604050.38;False
253;54216337;(2021 UF12);29.29;0.003685997;0.00824214;92752.35333;62156644.14;False
253;54291774;(2022 OS2);23.38;0.056047336;0.125325654;18105.86041;48189490.41;False
253;54354395;(2023 GA2);23.39;0.055789822;0.124749835;53819.28787;55510253.42;False
253;3736659;(2015 XK351);20.24;0.237987955;0.532157245;47513.4787;49413125.61;True
253;3824066;(2018 JP1);20.85;0.179702855;0.401827799;38688.56485;68037661.63;False
253;3825607;(2018 NT2);23.80;0.046190746;0.103285648;24896.5958;59161594.74;False
253;3841161;(2019 GZ6);20.23;0.239086457;0.534613571;23829.44218;44199314.95;False
253;3922358;(2019 XG3);18.75;0.472666667;1.056914799;94879.36786;44415757.22;False
253;54214050;(2021 UU5);19.18;0.38775283;0.867041687;104476.4896;33603552.91;True
253;54439324;(2024 JH);25.63;0.019886345;0.04446722;23053.33385;25723129.74;False
253;2433960;433960 (1999 JU6);19.92;0.275775053;0.616651765;46479.76879;47964052.59;False
253;3720439;(2015 KN122);20.39;0.222103282;0.496638037;115865.8004;60425895.22;False
253;3735678;(2015 XT1);23.30;0.058150704;0.130028927;59699.21094;68756262.76;False
253;3776295;(2017 NH);21.60;0.127219879;0.284472297;23715.48688;74237860.95;True
253;3841619;(2019 HH3);25.50;0.021113245;0.04721065;94606.93771;69849795.13;False
253;54288619;(2022 MM1);24.81;0.029010484;0.064869415;28592.6642;43109454.52;False
253;54298775;(2022 QT7);28.59;0.005088092;0.01137732;48768.32237;39412319.26;False
253;54305227;(2022 RC7);23.36;0.056565936;0.126485278;46278.87923;58042383.83;False
253;2481052;481052 (2005 HD4);20.58;0.203495578;0.455029946;58065.23596;50888696.92;False
253;2495615;495615 (2015 PQ291);17.70;0.766575574;1.714115092;61009.37168;41732239.24;False
253;3836128;(2018 VN5);25.40;0.022108281;0.049435619;10558.20889;21538864.81;False
253;2006611;6611 (1993 VW);16.90;1.108038821;2.477650126;92301.11149;74452062.57;False
253;3644150;(2013 ML3);22.40;0.088014652;0.196806745;35983.79529;9044922.942;False
253;3788012;(2017 UV4);20.21;0.241298697;0.539560289;93561.47839;50322745.78;False
253;3825018;(2018 KD2);25.73;0.018991312;0.042465865;44886.83311;3718379.075;False
253;54359128;(2023 JP5);23.31;0.057883526;0.129431498;74249.04904;61132381.97;False
253;2363505;363505 (2003 UC20);18.47;0.537718498;1.202375114;65633.07988;73607638.12;True
253;2456537;456537 (2007 BG);19.63;0.315177333;0.704757942;39290.65314;64468078.58;False
253;2482244;482244 (2011 HR);19.86;0.283501249;0.633928065;26855.14532;67710271.58;False
253;2523586;523586 (1999 LK1);22.15;0.098754064;0.2208208;54108.95696;25792363.35;False
253;3670291;(2014 HQ184);24.31;0.036522036;0.081665755;34138.1529;56776439.26;False
253;3670293;(2014 HS184);23.30;0.058150704;0.130028927;45826.38594;32430065.33;False
253;3893340;(2019 VD6);23.14;0.06259721;0.139971617;70388.99845;45947090.02;False
253;54272756;(2022 GA4);20.32;0.229379698;0.512908597;59469.59496;58445108.28;False
253;2447221;447221 (2005 UO5);20.77;0.186446818;0.41690776;35969.97699;39494442.73;False
253;54016687;(2020 HL4);24.60;0.031956189;0.07145621;28759.69032;14326742.76;False
253;54423827;(2024 CQ);23.47;0.05377185;0.120237511;15369.53019;73796377.6;False
253;2433953;433953 (1997 XR2);20.96;0.170826395;0.381979432;60803.84399;52400408.78;True
253;3125005;(2002 JQ9);19.24;0.377185489;0.843412394;45590.82701;64371596.05;True
253;3309832;(2005 YO128);24.60;0.031956189;0.07145621;59573.90767;68106006.75;False
253;3653915;(2013 WR44);20.50;0.211132445;0.472106499;91596.99265;55002244.99;False
253;3752517;(2016 HS6);20.90;0.175612319;0.392681082;45819.67102;67667509.36;False
253;3785695;(2017 TO2);23.56;0.051588747;0.115355944;32227.17618;73086657.09;False
253;3824095;(2018 JT2);24.40;0.035039264;0.078350176;54177.68845;16008063.77;False
253;54276390;(2022 HU1);22.65;0.078443141;0.175404196;72426.17962;59950344.14;False
253;2620077;620077 (2013 WR44);20.55;0.206326484;0.461360043;91596.99245;55002244.81;False
253;3137721;(2002 SQ41);20.26;0.235806068;0.527278398;141965.955;66535530.46;True
253;3273446;(2005 EA);20.94;0.172407032;0.385513844;64119.72635;72584948.49;True
253;3342322;(2006 SE6);22.97;0.067694748;0.151370059;41239.19147;59691593.34;False
253;3454731;(2009 FU4);17.89;0.702352248;1.57050737;49656.01497;5442981.139;True
253;3582667;(2011 UR91);24.30;0.036690614;0.082042707;61761.75161;39252848.44;False
253;3836295;(2018 WD1);24.54;0.032851483;0.073458149;30473.03883;48170498.91;False
253;3841194;(2019 GF20);21.77;0.117639989;0.263051013;4269.258921;37695621.24;False
253;3774612;(2017 JF3);21.74;0.119276525;0.266710417;81640.28371;60484662.02;True
253;54358779;(2023 JR4);26.84;0.01139082;0.025470647;57287.12774;34542357.11;False
253;2508772;508772 (1998 WP7);19.87;0.282198679;0.63101543;55254.59314;29167965.74;False
253;3077026;(2001 KM20);23.91;0.043909145;0.098183832;50943.51426;43461329.94;False
253;3263414;(2004 XD6);22.16;0.09830033;0.219806221;78345.136;46572864.55;False
253;3734562;(2015 VO105);24.10;0.040230458;0.089958039;38374.45215;33258697.73;False
253;3843913;(2019 SK1);25.77;0.018644682;0.041690776;46527.79266;51638770.87;False
253;3363696;(2006 XO4);23.40;0.055533491;0.124176661;36595.70448;51034230.83;False
253;3603128;(2012 HL31);22.43;0.086807046;0.194106455;42424.09764;35851181.17;False
253;54100190;(2020 XA5);24.29;0.03685997;0.082421398;61957.45532;71690831.89;False
253;54347913;(2023 EY);26.81;0.011549282;0.025824979;30598.92224;8094027.164;False
253;2451003;451003 (2008 UD1);19.53;0.330031183;0.737972161;69843.85371;53967304.94;True
253;3836200;(2018 VN7);25.31;0.023043847;0.051527608;43754.60336;45757329.15;False
253;3838085;(2019 CJ);25.33;0.022832579;0.0510552;48094.20949;43277352.54;False
253;3842879;(2019 LD5);23.39;0.055789822;0.124749835;27030.4954;27019143.75;False
253;54275938;(2022 HB);21.94;0.108781483;0.243242792;94436.65738;74053954.75;True
253;3376345;(2007 JB21);25.40;0.022108281;0.049435619;27718.98317;174858.3979;False
253;3695930;(2014 VL6);21.38;0.140784543;0.314803809;63248.12743;40724553.37;True
253;54340315;(2022 YK9);21.32;0.144728805;0.323623447;58446.71901;49028388.23;True
253;2415711;415711 (1998 WT7);19.08;0.406027058;0.907904103;71020.66318;29444380.24;False
253;2470864;470864 (2008 YV148);20.59;0.202560601;0.452939273;21491.28414;38748629.14;False
253;2471926;471926 Jormungandr (2013 KN6);18.62;0.501828101;1.122121746;140523.9489;38468990.74;True
253;3625068;(2013 BO27);24.11;0.040045616;0.089544719;93693.33495;50108053.59;False
253;3766077;(2016 YA1);23.75;0.047266667;0.10569148;34108.62976;33486239.92;False
253;3841836;(2019 JL5);25.30;0.023150212;0.051765448;15760.45566;15105588.03;False
253;3893742;(2019 WL5);23.30;0.058150704;0.130028927;43871.54216;19769063.98;False
253;54104549;(2021 AN1);26.86;0.011286388;0.025237131;49959.4796;43549038.62;False
253;2163249;163249 (2002 GT);18.71;0.481454197;1.076564312;19236.89767;55955652.19;True
253;2434196;434196 (2003 HG2);21.61;0.126635356;0.283165265;35693.96914;53213618.96;True
253;3143121;(2002 XB);21.88;0.111829138;0.250057554;65999.22016;48000690.14;False
253;3337145;(2006 MH10);22.05;0.1034082;0.231227764;24178.21721;51979097.69;False
253;3703891;(2015 AR45);19.99;0.267026877;0.597090249;72661.69279;26776581.56;True
253;3838870;(2019 DY1);25.46;0.021505769;0.048088361;96741.5249;71361409.47;False
253;54000955;(2020 DB3);20.52;0.209196771;0.4677782;55970.18212;71103200.43;False
253;54278445;(2022 JU1);24.98;0.026825942;0.059984629;28239.22448;4658455.531;False
253;2673011;673011 (2015 AR45);20.00;0.2658;0.594346868;72661.39901;26776854.65;True
253;2434632;434632 (2005 WE);19.88;0.280902094;0.628116177;41969.27957;28363074.49;False
253;3145520;(2003 AC23);21.90;0.110803882;0.247765013;86842.22236;64939915.38;True
253;3384484;(2007 RY19);22.75;0.074912618;0.167509707;26239.12429;66234533.99;False
253;3819569;(2018 HF2);26.22;0.015154966;0.033887535;22256.47206;4806335.734;False
253;3825155;(2018 LO3);25.51;0.021016238;0.046993737;17524.34084;9817286.332;False
253;2467351;467351 (2003 KO2);20.36;0.225193047;0.50354696;69656.04356;57885173.03;True
253;3772840;(2017 FP91);25.50;0.021113245;0.04721065;15868.07162;61621458.76;False
253;3671131;(2014 JN57);20.63;0.198863453;0.4446722;55238.78972;9870635.326;True
253;3703885;(2015 AQ45);21.45;0.136318556;0.304817558;37694.62297;39295275.28;False
253;54224163;(2021 WH1);21.44;0.136947774;0.306224531;39866.06325;41092770.58;False
253;3655743;(2013 YO139);20.13;0.250354255;0.559809132;86222.39191;53197924.36;False
253;3663021;(2014 DO112);21.21;0.152249185;0.340439527;10726.42015;47567603.38;False
253;3836310;(2018 WW1);25.00;0.02658;0.059434687;34891.70078;6449384.114;False
253;3959231;(2019 YL4);24.40;0.035039264;0.078350176;24941.72874;30294755.42;False
253;54076358;(2020 UA5);24.30;0.036690614;0.082042707;64490.59547;43648679.46;False
253;54149827;(2021 KO2);28.02;0.006615383;0.014792446;39688.5069;27702237.98;False
253;2006239;6239 Minos (1989 QF);18.61;0.504144434;1.127301225;46076.69035;48791069.41;True
253;2414903;414903 (2010 XT45);17.48;0.848310762;1.89688053;21724.03353;44428839.68;False
253;3443809;(2008 YZ32);20.10;0.253837029;0.567596853;60001.94359;66045441.56;False
253;3719474;(2015 KF19);22.34;0.090480497;0.202320542;20098.8374;43193459.79;False
253;3824091;(2018 JF2);24.10;0.040230458;0.089958039;58757.04602;46099242.65;False
253;3840700;(2019 FY);22.76;0.074568426;0.16674007;29809.92207;18887816.46;False
253;54016741;(2020 HX5);22.43;0.086807046;0.194106455;68740.1715;71830374.77;False
253;2614316;614316 (2008 YZ32);20.25;0.236894499;0.529712204;60004.52425;66047254.24;False
253;54444999;(2024 JJ25);22.41;0.087610262;0.1959025;61996.89948;36574271.14;False
253;3740667;(2016 BU);26.70;0.012149404;0.027166893;45206.24728;57257086.46;False
253;54330720;(2022 WU9);26.52;0.013199424;0.029514809;31244.38211;73339230.64;False
253;2329275;329275 (1999 VP6);20.08;0.256185755;0.572848762;24111.92438;36593607.86;False
253;2418900;418900 (2009 BE2);19.20;0.384197891;0.859092601;47139.81036;18264941.89;False
253;3414391;(2008 MG1);19.84;0.286124454;0.639793729;120473.3466;43207259.41;False
253;3634786;(2013 GX79);20.78;0.185590173;0.414992243;39669.94835;69172743.79;False
253;3639439;(2013 LB);22.80;0.073207399;0.163696721;28931.17212;58744696.24;False
253;3644087;(2013 MR);21.62;0.12605352;0.281864239;97996.45979;61858217.57;False
253;3736658;(2015 XJ351);22.42;0.087207729;0.19500241;45808.2158;23209564.84;False
253;3838128;(2019 CS1);22.11;0.100590039;0.224926165;21249.56314;39844549.65;False
253;3994620;(2020 DS2);21.78;0.117099483;0.261842404;135483.9216;59962559.27;False
253;2452807;452807 (2006 KV89);21.52;0.131994239;0.295148091;78082.37549;72483275.94;True
253;3092330;(2001 SY169);23.10;0.063760979;0.142573883;40409.64649;42031447.08;False
253;3629117;(2013 ET);23.10;0.063760979;0.142573883;40410.83451;42032283.12;False
253;54289749;(2022 NS);26.86;0.011286388;0.025237131;82883.18716;57928947.44;False
253;2162882;162882 (2001 FD58);18.80;0.46190746;1.032856481;78323.5866;24246527.72;True
253;2446924;446924 (2002 VV17);20.21;0.241298697;0.539560289;61871.87874;71931291.14;False
253;3759360;(2016 RA34);24.50;0.033462237;0.074823838;36652.35147;48174816.51;False
253;3761394;(2016 UA6);25.80;0.018388867;0.041118757;35730.6675;31895183.26;False
253;54034193;(2020 NU);22.49;0.084441313;0.188816516;20407.28097;38375522.78;False
253;54201812;(2021 TL);23.52;0.052547853;0.117500572;36240.14884;46542120.8;False
253;54225487;(2021 WV3);25.20;0.024241248;0.054205079;41075.93796;49343092.3;False
253;3673679;(2014 LX21);23.40;0.055533491;0.124176661;46153.58133;33222897.96;False
253;3840801;(2019 GW1);26.10;0.016016034;0.03581294;43280.17043;58425609.14;False
253;54016975;(2020 JU);20.83;0.181365625;0.405545866;29065.74391;24842799.2;True
253;54017405;(2020 LR);24.10;0.040230458;0.089958039;48646.84077;51003879.01;False
253;2386504;386504 (2009 BP58);18.72;0.479242116;1.071617948;66017.49684;54431025.56;False
253;2397847;397847 (2008 TA1);18.70;0.483676488;1.081533507;90134.95691;67746352.05;False
253;2416283;416283 (2003 MM);21.62;0.12605352;0.281864239;63736.3226;55649940.82;False
253;2522684;522684 (2016 JP);21.14;0.157237082;0.351592805;33919.60562;60737384.64;True
253;3483206;(2009 XV1);22.50;0.08405334;0.187948982;65531.7837;33008395.27;False
253;3515027;(2010 GG7);21.75;0.118728499;0.265484994;20018.02541;51012466.39;False
253;3550137;(2010 VO);23.90;0.04411182;0.098637028;17928.05722;49772933.43;False
253;2267720;267720 (2003 CA);18.93;0.435065831;0.972836774;81551.14449;50933850.76;True
253;3713287;(2015 FD);26.60;0.012721988;0.02844723;63895.02788;54024426.06;False
253;3825428;(2018 MA5);26.30;0.014606796;0.03266179;56391.92237;55779107.5;False
253;54017262;(2020 KR5);22.30;0.092162655;0.206081961;23214.28548;34316749.4;False
253;54320188;(2022 UX8);21.57;0.128989683;0.2884297;39451.74479;40155025.99;False
253;2204131;204131 (2003 YL);19.93;0.274507982;0.613818507;62968.74981;71290327.41;False
253;3141522;(2002 UK11);21.89;0.11131533;0.248908644;73224.99064;12920744.99;True
253;3703012;(2014 YT14);18.59;0.508809225;1.137732014;80051.84798;28313515.83;False
253;3774384;(2017 HU49);26.50;0.013321557;0.029787906;38942.84894;47630765.11;False
253;3794985;(2017 YC2);23.50;0.053034072;0.118587791;58459.71293;64018235.89;False
253;3825236;(2018 LO5);20.90;0.175612319;0.392681082;98915.66689;72382013.76;False
253;3893642;(2019 WK4);23.39;0.055789822;0.124749835;61250.76898;53131402.54;False
253;2612509;612509 (2002 UK11);21.89;0.11131533;0.248908644;73224.741;12920392.23;True
253;2217837;217837 (2001 LC);19.29;0.368599699;0.824213984;103007.251;47491221.93;False
253;2449107;449107 (2012 VJ82);19.72;0.302381333;0.676145215;67571.5629;36329973.22;False
253;2489900;489900 (2008 KP);18.88;0.445199816;0.995497053;107347.226;57996634.17;False
253;3605576;(2012 LR1);20.51;0.210162379;0.469937367;72162.3147;64497296.57;True
253;3736681;(2015 XF352);21.39;0.140137697;0.313357417;41113.19526;43542933.86;False
253;3989082;(2020 BA5);24.10;0.040230458;0.089958039;11450.91241;28646491.65;False
253;54110691;(2021 CP2);23.00;0.066765941;0.149293183;26440.37587;40766128.37;False
253;2017182;17182 (1999 VU);17.14;0.992098919;2.218400624;38755.82425;38362846.1;False
253;2365449;365449 (2010 NJ1);20.28;0.233644185;0.52244428;53092.65024;25599425.17;False
253;2533990;533990 (2014 QX266);22.39;0.088420909;0.197715164;15194.66916;24906115.18;False
253;3600241;(2012 DH61);19.14;0.394961694;0.883161196;50843.5554;26664167.54;False
253;54358577;(2023 JD3);22.41;0.087610262;0.1959025;37351.85509;33572741.37;False
253;2162215;162215 (1999 TL12);19.21;0.382432662;0.855145429;51160.3682;51102300.02;False
253;2513125;513125 (1997 GC32);18.31;0.578835258;1.294314984;58877.43585;16170247.83;False
253;54281981;(2022 LE1);25.82;0.018220277;0.040741778;54838.23071;6613420.243;False
253;54289751;(2022 NX);26.66;0.012375278;0.027671964;55929.33943;56196687.66;False
253;54329628;(2022 WE6);23.57;0.051351718;0.114825932;18438.10808;20585014.94;False
253;2523661;523661 (2012 LF11);20.81;0.18304378;0.409298336;54173.35783;16279963.91;False
253;3154490;(2003 JN14);19.62;0.316632126;0.708010957;73156.59658;17290260.93;False
253;3321627;(2006 CL10);21.30;0.146067964;0.326617897;54696.16126;34507954.69;False
253;3581507;(2011 TC4);20.32;0.229379698;0.512908597;59703.80187;35818589.29;True
253;3602685;(2012 HJ1);17.95;0.683211199;1.527706684;63024.03575;57078330.96;True
253;3605942;(2012 MB7);22.20;0.096506147;0.215794305;36057.79006;65896673.24;False
253;3741145;(2016 BV39);21.80;0.116025908;0.259441818;72096.77759;70863875.59;False
253;3755347;(2016 NJ33);25.53;0.02082356;0.046562896;55164.24061;62966475.79;False
253;3720359;(2015 KU121);22.90;0.069912523;0.156329154;71424.89219;16292371.99;False
253;54017096;(2020 KC1);21.99;0.106305315;0.23770591;39920.85762;67217873.05;False
253;54087856;(2020 VV5);26.59;0.01278071;0.028578536;25125.19683;68116156.22;False
253;2468468;468468 (2004 KH17);21.98;0.106795998;0.23880311;63876.08289;21680664.17;True
253;3170242;(2003 YR1);22.20;0.096506147;0.215794305;94547.38155;73343634.86;False
253;3458579;(2009 HU44);22.60;0.080270317;0.179489885;50940.44948;50730420.28;False
253;3604236;(2012 JS17);21.00;0.167708462;0.375007522;36941.58652;55755775.28;False
253;3720440;(2015 KJ122);21.98;0.106795998;0.23880311;60385.78304;40184051.21;True
253;3781408;(2017 RP2);23.62;0.05018281;0.112212175;19919.55233;43291805.17;False
253;3788008;(2017 US4);21.49;0.133830462;0.29925401;19808.01335;71675076.69;False
253;54293318;(2020 CO8);28.00;0.006676594;0.014929318;26724.38109;60687962.36;False
253;54354968;(2023 FJ19);22.28;0.093015425;0.207988814;20099.66656;18362847.87;False
253;2688126;688126 (2012 JS17);21.04;0.164647438;0.368162863;36941.58821;55755789.94;False
253;2367525;367525 (2009 QZ6);17.82;0.725362295;1.621959399;37775.78949;49677330.55;False
253;2010563;10563 Izhdubar (1993 WD);16.94;1.087814834;2.432427915;139320.1266;60970944.6;False
253;2066391;66391 Moshup (1999 KW4);16.64;1.248978541;2.792800919;81927.43159;47625383.57;True
253;3760528;(2016 TQ11);25.70;0.019255508;0.043056624;20493.50708;25434267.52;False
253;3797901;(2018 BG5);24.08;0.040602706;0.09079041;23972.4309;48757459.83;False
253;54354065;(2023 FP14);19.89;0.279611466;0.625230245;63775.34752;64777852.09;False
253;54357098;(2023 GB4);19.93;0.274507982;0.613818507;30359.87459;72420832.17;False
253;2461852;461852 (2006 GY2);18.90;0.4411182;0.986370281;69930.22605;70822878.55;True
253;3553153;(2010 XG11);20.02;0.263363131;0.588897864;45373.26665;59292818;False
253;3745516;(2016 CX264);19.68;0.308003021;0.688715693;39205.05456;43296036.92;False
253;2002102;2102 Tantalus (1975 YA);16.00;1.677084622;3.750075218;110452.0099;51960994.99;True
253;2480820;480820 (1998 VF32);20.97;0.170041519;0.380224396;68579.44439;65582365.83;True
253;3348144;(2006 TL);23.90;0.04411182;0.098637028;55066.41951;34131455.56;False
253;3545558;(2010 RX30);27.10;0.010105434;0.022596438;31680.75378;12573667.54;False
253;3754436;(2016 NK15);22.20;0.096506147;0.215794305;18886.96744;29159563.55;False
253;2469737;469737 (2005 NW44);20.39;0.222103282;0.496638037;36137.25214;14083766.32;False
253;2141484;141484 (2002 DB4);16.31;1.453968429;3.251172245;49528.60273;63344083.15;False
253;3529626;(2010 MA);25.70;0.019255508;0.043056624;77150.35898;58002116.18;False
253;3638435;(2013 JT22);20.33;0.228325794;0.510551996;57125.49111;25500041.24;False
253;3674937;(2014 OV3);23.20;0.060891262;0.136157002;15588.50262;36319776.72;False
253;3825489;(2018 MG7);21.39;0.140137697;0.313357417;58051.5315;9809733.779;True
253;54276148;(2022 HK);23.15;0.062309602;0.139328506;102602.9516;43958242.68;False
253;54288264;(2022 MP);24.01;0.041932908;0.093764832;27918.63393;10755504.75;False
253;54292841;(2022 OQ5);20.83;0.181365625;0.405545866;94051.28952;9481270.113;False
253;2333311;333311 (2001 MR3);19.00;0.421264611;0.941976306;9861.512549;46915158.53;False
253;3388354;(2007 TD66);21.89;0.11131533;0.248908644;36070.35902;48336811.81;False
253;3437805;(2008 VR4);23.01;0.06645918;0.148607244;63094.10449;68047879.63;False
253;3781045;(2017 QM18);18.60;0.506471459;1.132504611;67111.70266;69081147.48;False
253;54207058;(2021 TJ10);28.98;0.004251625;0.009506923;24345.02124;32437397.51;False
253;2620102;620102 (2017 QM18);18.62;0.501828101;1.122121746;67111.76879;69081776.12;False
253;3274691;(2005 FC);24.50;0.033462237;0.074823838;34680.69175;54478348.33;False
253;3321492;(2006 CT);22.28;0.093015425;0.207988814;56719.01863;45664163.51;False
253;3553704;(2010 XA68);21.90;0.110803882;0.247765013;128376.3136;52347952.86;True
253;3723958;(2015 NW9);20.73;0.189913124;0.424658654;54314.09543;55615946.2;False
253;3739621;(2016 AR130);20.44;0.217047594;0.485333175;127152.6121;67083342.74;False
253;54016780;(2020 HK7);21.84;0.113908197;0.254706471;50139.0254;52925119.38;False
253;54223982;(2021 WO);20.92;0.174002295;0.38908096;52533.2048;65501153.08;False
253;54279034;(2022 JP2);21.55;0.13018321;0.291098508;42605.26511;11880218.25;False
253;2308242;308242 (2005 GO21);16.27;1.480999721;3.31161605;46001.94336;30437558.57;True
253;2377972;377972 (2006 MF10);19.38;0.353634784;0.790751417;8203.11165;46534610.37;False
253;3263254;(2004 XK3);24.47;0.033927744;0.075864741;72024.3485;68896239.43;False
253;3753025;(2016 JN17);20.56;0.2053785;0.459240286;47334.48183;40651028.49;False
253;3759358;(2016 RD34);27.70;0.007665756;0.017141151;47094.19877;61894830.82;False
253;3766435;(2017 AM13);25.09;0.025500869;0.057021676;50378.42794;24562041.46;False
253;3775156;(2017 LA);20.14;0.249203981;0.557237043;72553.08889;72993191.31;False
253;3825103;(2018 LH1);19.82;0.288771931;0.645713667;94238.94201;52992418.03;False
253;3892165;(2019 UN13);32.00;0.001058169;0.002366138;52253.10658;22445443.47;False
253;54448114;(2024 MC);23.97;0.042712499;0.09550805;51657.70781;2518546.952;False
253;2329915;329915 (2005 MB);17.04;1.038855101;2.322950625;97216.40853;25044604.9;False
253;3018335;(1999 FN19);22.50;0.08405334;0.187948982;34795.10312;18660123.17;False
253;3763951;(2016 WJ1);21.30;0.146067964;0.326617897;63619.38087;14351609.56;True
253;54104902;(2021 AK3);21.35;0.142743052;0.319183166;53808.80785;25439301.68;False
253;54219793;(2021 VL12);22.62;0.079534394;0.177844312;58119.991;69297201.62;False
253;2620100;620100 (2016 WJ1);21.35;0.142743052;0.319183166;63588.64433;14307767.26;True
253;54447960;(2024 LS5);25.98;0.016894875;0.037778088;64718.06583;32797779.8;False
253;2381906;381906 (2010 CL19);17.80;0.732073989;1.636967205;63271.2148;60603683.76;True
253;3722211;(2015 MN66);20.19;0.243531406;0.544552779;39583.89293;53984979.09;False
253;3781003;(2017 QF17);19.70;0.305179233;0.682401509;27376.12764;58635903.4;False
253;2584693;584693 (2017 QF17);19.70;0.305179233;0.682401509;27375.5093;58634350.24;False
253;54289135;(2022 MF2);26.13;0.015796286;0.035321568;77129.16924;70254892.25;False
253;2674207;674207 (2015 MN66);20.16;0.246919266;0.552128263;39583.88803;53984966.09;False
253;54441865;(2024 JB15);22.52;0.083282735;0.186225856;46956.61427;40080780.41;False
253;2447795;447795 (2007 TH19);17.91;0.695913044;1.556108872;10063.09309;47862068.12;False
253;3556208;(2011 CG2);21.45;0.136318556;0.304817558;30953.30853;26869287.13;True
253;3644789;(2013 MS11);21.06;0.163137941;0.364787526;29627.49132;73329462.71;False
253;3843134;(2019 NH2);20.06;0.258556212;0.578149266;55380.9438;65139485.8;False
253;54431807;(2024 FZ2);22.42;0.087207729;0.19500241;85341.0199;70343916.76;False
253;2348776;348776 (2006 KZ37);19.26;0.373727432;0.835679943;58228.65503;42180064.79;False
253;2367789;367789 (2011 AG5);21.77;0.117639989;0.263051013;76103.50634;60463602.75;True
253;3413165;(2008 LG2);25.34;0.022727673;0.050820622;34178.68854;22911393.28;False
253;3566813;(2011 JP29);19.05;0.411675457;0.920534307;47119.61257;46505645.83;False
253;3634618;(2013 GV68);19.02;0.417402433;0.933340215;158246.3438;62997881.67;False
253;3753305;(2016 JF29);22.70;0.076657557;0.171411509;10084.28969;53108251.59;False
253;54249335;(2022 ET2);25.07;0.025736825;0.057549291;22659.89456;34929356.45;False
253;54322243;(2022 UN20);27.51;0.008366715;0.018708544;29951.19238;43523739.45;False
253;2471984;471984 (2013 UE3);22.86;0.071212294;0.15923553;55373.3148;44739279.26;False
253;3674010;(2014 MV18);23.83;0.045556985;0.101868516;23594.90886;2660592.628;False
253;3905995;(2019 XF1);22.36;0.089650967;0.200465656;30121.21609;32450814.56;False
253;2482505;482505 (2012 TQ78);19.52;0.331554538;0.741378485;90432.26318;69614022.6;False
253;3274164;(2005 EG169);24.90;0.027832677;0.062235757;41985.87128;45289684.22;False
253;3639420;(2013 KF6);21.30;0.146067964;0.326617897;47604.54104;52585958.25;False
253;3653973;(2013 WU45);20.37;0.224158379;0.501233372;52129.19454;23881609.1;False
253;3752085;(2016 GB241);19.14;0.394961694;0.883161196;43423.77074;61926708.72;False
253;3761034;(2016 TA57);20.79;0.184737464;0.413085527;86335.59888;71267029.92;True
253;3776858;(2017 OA);20.31;0.230438467;0.515276076;101469.1324;70431422.79;True
253;3986637;(2020 AE3);23.25;0.059505208;0.13305769;76650.07996;59669418.15;False
253;54248451;(2022 DV1);24.94;0.027324673;0.061099827;45919.01065;68649819.63;False
253;2068278;68278 (2001 FC7);18.50;0.530340723;1.185877909;10676.22171;48478025.11;False
253;2154590;154590 (2003 MA3);21.71;0.120935826;0.270420729;40788.94694;5497219.807;True
253;2159686;159686 (2002 LB6);16.36;1.420872067;3.17716653;85423.02017;41749331.93;False
253;2425713;425713 (2011 BK24);19.57;0.324007435;0.724502651;11574.56173;67048707.05;False
253;3283218;(2005 MF5);21.73;0.11982708;0.267941497;87653.99774;67455545.32;False
253;3558374;(2011 EC7);21.30;0.146067964;0.326617897;81313.70619;66754906.69;False
253;3753474;(2016 KC);22.90;0.069912523;0.156329154;20721.43427;64539527.42;False
253;3879315;(2019 TE8);19.37;0.355267088;0.79440136;6282.197794;56888033.63;False
253;54048903;(2020 OV1);18.72;0.479242116;1.071617948;61580.78028;48668302.52;False
253;2276392;276392 (2002 XH4);19.48;0.337718597;0.755161741;27079.10603;34652972.42;False
253;2482054;482054 (2010 AE);19.47;0.339277435;0.758647409;67237.23773;48349443.72;False
