officialName;COSPAR_number;NORAD_number;id_t;detailedPurpose;orbitSat;typeOrbitSat;longitudeGEO;perihelionSat;aphelionSat;eccentricitySat;inclinationSat;periodSat;drymass;power;expectedLifetime;launchSite;launchVehicle
Cosmos 2567;2023-040A;55978;253;Electronic Intelligence;LEO;Sun-Synchronous;0;501;514;9,45E-04;97,6;94,6;" 	3.500 ";;5;Plesetsk Cosmodrome;Soyuz-2.1a
BB-1;2023-050J;56171;253;;LEO;Polar;0;938;951;8,89E-04;81;104;" 	300 ";;;Vandenberg AFB;Falcon 9
BB-2;2023-050K;56170;253;;LEO;Polar;0;939;950;7,52E-04;81;104;" 	300 ";;;Vandenberg AFB;Falcon 9
BDSAT;2022-033U;52175;253;;LEO;Sun-Synchronous;0;497;509;8,73E-04;97,4;97;;;;Cape Canaveral;Falcon 9
BDSAT-2;2023-001CT;55098;253;Amateur Radio;LEO;Sun-Synchronous;0;515;537;1,60E-03;97,5;95,1;" 	2 ";;;Cape Canaveral;Falcon 9
Beesat-5;2021-022AM;48083;253;;LEO;Sun-Synchronous;0;535;558;1,66E-03;97,6;95,5;;;;Baikonur Cosmodrome;Soyuz-2.1a
Beesat-6;2021-022AB;47957;253;;LEO;Sun-Synchronous;0;535;562;1,95E-03;97,6;95,5;;;;Baikonur Cosmodrome;Soyuz-2.1a
Beesat-7;2021-022AN;48084;253;;LEO;Sun-Synchronous;0;535;562;1,95E-03;97,6;95,5;;;;Baikonur Cosmodrome;Soyuz-2.1a
Beesat-8;2021-022AP;48085;253;;LEO;Sun-Synchronous;0;535;556;1,52E-03;97,6;95,5;;;;Baikonur Cosmodrome;Soyuz-2.1a
Beesat-9;2019-038AC;44412;253;;LEO;Sun-Synchronous;0;514;546;2,32E-03;97,5;95,2;;;;Vostochny Cosmodrome;Soyuz-2.1b
Beidou 2-12;2012-018A;38250;253;;MEO;Non-Polar Inclined;0;21.460;21.595;2,42E-03;55,16;773,19;;;8;Xichang Satellite Launch Center;Long March 3B
Beidou 2-13;2012-018B;38251;253;;MEO;Non-Polar Inclined;0;21.452;21.603;2,71E-03;55,1;773,21;;;8;Xichang Satellite Launch Center;Long March 3B
Beidou 2-15;2012-050B;38775;253;;MEO;Non-Polar Inclined;0;21.477;21.574;1,74E-03;55;773,1;;;8;Xichang Satellite Launch Center;Long March 3B
Beidou 2-16;2012-059A;38953;253;;GEO;;80;35.775;35.799;2,85E-04;1,84;1436,11;" 	2.300 ";;8;Xichang Satellite Launch Center;Long March 3C
Beidou 2-17;2016-021A;41434;253;;GEO;;100,3;35.676;35.890;2,54E-03;54,97;1435,92;" 	1.900 ";;8;Xichang Satellite Launch Center;Long March 3A
Beidou 2-18;2016-037A;41586;253;;GEO;;144;35.776;35.794;2,13E-04;1,84;1436,1;;;8;Xichang Satellite Launch Center;Long March 3C
Beidou 3I-1S;2015-019A;40549;253;;GEO;;107,48;35.796;36.781;1,15E-02;54,9;1461,81;;;8;Xichang Satellite Launch Center;Long March 3C
Beidou 3I-2S;2015-053A;40938;253;;GEO;;89,5;35.606;35.953;4,12E-03;55;1435,73;;;8;Xichang Satellite Launch Center;Long March 3B
Beidou 3M-1S;2015-037A;40748;253;;MEO;Non-Polar Inclined;0;21.520;21.549;5,20E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou 3M-2S;2015-037B;40749;253;;MEO;Non-Polar Inclined;0;21.521;21.550;5,20E-04;55;773,3;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou 3-M1;2017-069A;43001;253;;MEO;;0;21.506;21.549;7,71E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou 3-23;2019-061A;44542;253;;MEO;;0;21.509;21.561;9,32E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou 3-24;2019-061B;44543;253;;MEO;;0;21.515;21.554;6,99E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou 3-25;2017-069B;43002;253;;MEO;;0;21.541;22.549;1,77E-02;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 26;2018-003A;43107;253;;MEO;;0;21.514;21.541;4,84E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 27;2018-003B;43108;253;;MEO;;0;21.516;21.539;4,12E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 28;2018-018A;43207;253;;MEO;;0;21.508;21.547;6,99E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 29;2018-018B;43208;253;;MEO;;0;21.504;21.551;8,42E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 30;2018-029A;43246;253;;MEO;;0;21.521;21.533;2,15E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 31;2018-029B;43245;253;;MEO;;0;21.542;22.191;1,15E-02;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 32;2018-057A;43539;253;;GEO;;110;35.691;35.876;2,19E-03;55;1436,1;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3A
Beidou DW 33;2018-062A;43581;253;;MEO;;0;21.509;21.545;6,45E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 34;2018-062B;43582;253;;MEO;;0;21.516;21.538;3,94E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 35;2018-067A;43602;253;;MEO;;0;21.514;21.540;4,66E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 36;2018-067B;43603;253;;MEO;;0;21.518;21.537;3,41E-04;55;773,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 37;2018-072A;43622;253;;MEO;;0;21.533;22.193;1,17E-02;55;787,1;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 38;2018-072B;43623;253;;MEO;;0;21.513;21.541;5,02E-04;55;773,1;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 39;2018-078A;43647;253;;MEO;;0;21.541;22.195;1,16E-02;55;787,4;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 40;2018-078B;43648;253;;MEO;;0;21.537;22.195;1,17E-02;55;787,4;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 41;2018-085A;43683;253;;GEO;;144,5;35.776;35.795;2,25E-04;3;1436,06;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 42;2018-093A;43706;253;;MEO;;0;21.523;22.194;1,19E-02;55;787,1;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 43;2018-093B;43707;253;;MEO;;0;21.531;22.194;1,17E-02;55;787,1;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 44;2019-023A;44204;253;;GEO;;110,03;35.711;35.847;1,61E-03;55;1435,7;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 45;2019-027A;44231;253;;GEO;;144,48;35.773;35.799;3,08E-04;1,81;1436,06;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3C
Beidou DW 46;2019-035A;44337;253;;GEO;;105,99;35.739;35.838;1,17E-03;55,05;1436,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou 3 IGSO-3;2019-073A;44709;253;;GEO;;106,72;35.681;35.896;2,55E-03;58,2;1436,2;;;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 50;2019-078A;44793;253;;MEO;;0;21.542;22.194;1,15E-02;54,9;787,4;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 51;2019-078B;44794;253;;MEO;;0;21.537;22.192;1,16E-02;54,9;787,2;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 52;2019-090A;44864;253;;MEO;;0;21.369;21.561;3,45E-03;55,02;770,6;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 53;2019-090B;44865;253;;MEO;;0;21.530;22.108;1,03E-02;55,02;785,35;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou DW 55;2020-040A;45807;253;;GEO;;111;35.764;35.809;5,34E-04;3,09;1436,1;" 	280 ";;8;Xichang Satellite Launch Center;Long March 3B
Beidou G3;2020-017A;45344;253;;GEO;;80;35.776;35.797;2,49E-04;3,08;1436,08;;;8;Xichang Satellite Launch Center;Long March 3B
Beidou G4;2010-057A;37210;253;;GEO;;160;35.764;35.809;5,34E-04;1,43;1436,1;;;8;Xichang Satellite Launch Center;Long March 3C
Beidou G5;2012-008A;38091;253;;GEO;;59;35.776;35.799;2,73E-04;1,87;1436,15;;;8;Xichang Satellite Launch Center;Long March 3A
Beidou IGSO-1;2010-036A;36828;253;;GEO;;118;35.670;35.893;2,65E-03;55,09;1435,82;" 	1.900 ";;8;Xichang Satellite Launch Center;Long March 3A
Beidou IGSO-2;2010-068A;37256;253;;GEO;;118;35.717;35.817;1,19E-03;55,23;1436,12;" 	1.900 ";;8;Xichang Satellite Launch Center;Long March 3A
Beidou IGSO-3;2011-013A;37384;253;;GEO;;118;35.693;37.872;2,52E-02;96,4;1435,93;" 	1.900 ";;;Xichang Satellite Launch Center;Long March 3A
Beidou IGSO-4;2011-038A;37763;253;;GEO;;0;35.708;35.879;2,03E-03;55,2;1435,1;" 	1.900 ";;8;Xichang Satellite Launch Center;Long March 3A
Beidou IGSO-5;2011-073A;37948;253;;GEO;;104,21;35.708;35.864;1,85E-03;55,16;1436,08;" 	1.900 ";;8;Xichang Satellite Launch Center;Long March 3A
Beijing-3;2021-050A;48840;253;Optical Imaging;LEO;Sun-Synchronous;0;487;502;1,09E-03;97,5;94,7;;;;Taiyuan Launch Center;Long March 2D
BeijinGalaxy-1;2005-043A;28890;253;Optical Imaging;LEO;Sun-Synchronous;0;681;703;1,56E-03;97,9;98,6;" 	155 ";50;7;Plesetsk Cosmodrome;Kosmos 3M
Beiyou-1;2023-007K;55257;253;Radar Imaging;LEO;Sun-Synchronous;0;479;494;1,09E-03;97,4;95,1;" 	50 ";;;Taiyuan Launch Center;Long March 2D
Belintersat-1;2016-001A;41238;253;;GEO;;51,5;35.779;35.792;1,54E-04;0,46;1436,06;;;15;Xichang Satellite Launch Center;Long March 3B
Bispectral InfraRed Detector 2 (Bird 2);2001-049C;26959;253;Optical Imaging;LEO;Sun-Synchronous;0;500;521;1,53E-03;97,9;94,8;" 	77 ";120;1,5;Satish Dhawan Space Centre;PSLV C3
Birkeland ;2023-001G;55015;253;Radar Surveillance;LEO;Sun-Synchronous;0;516;536;1,45E-03;97,5;95,4;" 	10 ";;;Cape Canaveral;Falcon 9
BIROS;2016-040F;41604;253;Optical Imaging;LEO;Sun-Synchronous;0;500;517;1,24E-03;97,5;94,7;;;;Satish Dhawan Space Centre;PSLV XL
BisonSat;2015-058E;40968;253;Optical Imaging;LEO;Non-Polar Inclined;0;497;801;2,17E-02;64,78;97,7;;;;Cape Canaveral;Atlas 5
BKA 2;2012-039B;38708;253;Optical Imaging;LEO;Sun-Synchronous;0;503;507;2,91E-04;97,5;94,7;" 	110 ";300;5;Baikonur Cosmodrome;Soyuz-Fregat
BlackSky Global 1;2018-096M;43730;253;Optical Imaging;LEO;Sun-Synchronous;0;484;500;1,17E-03;97,5;94,7;;;;Satish Dhawan Space Centre;PSLV
BlackSky Global 14;2021-106A;49469;253;Optical Imaging;LEO;Non-Polar Inclined;0;428;439;8,08E-04;42;93;;;;Rocket Lab Launch Complex 1;Electron
BlackSky Global 15;2021-106B;49470;253;Optical Imaging;LEO;Non-Polar Inclined;0;426;438;8,82E-04;42;93;;;;Rocket Lab Launch Complex 1;Electron
BlackSky Global 16;2021-120B;49950;253;Optical Imaging;LEO;Non-Polar Inclined;0;430;439;6,61E-04;42;93;;;;Rocket Lab Launch Complex 1;Electron
BlackSky Global 17;2021-120A;49949;253;Optical Imaging;LEO;Non-Polar Inclined;0;433;440;5,14E-04;42;93;;;;Rocket Lab Launch Complex 1;Electron
BlackSky Global 18;2022-034B;52196;253;Optical Imaging;LEO;Non-Polar Inclined;0;428;440;8,82E-04;53;95;" 	50 ";;;Rocket Lab Launch Complex 1;Electron
BlackSky Global 19;2023-041B;55982;253;Optical Imaging;LEO;Non-Polar Inclined;0;449;457;5,86E-04;42,01;95;" 	50 ";;;Rocket Lab Launch Complex 1;Electron
BlackSky Global 2;2018-099BG;43812;253;Optical Imaging;LEO;Sun-Synchronous;0;577;591;1,01E-03;97,7;96,3;;;;Vandenberg AFB;Falcon 9
BlackSky Global 20;2022-034C;52197;253;Optical Imaging;LEO;Non-Polar Inclined;0;426;439;9,56E-04;53;95;" 	50 ";;;Rocket Lab Launch Complex 1;Electron
BlackSky Global 3;2019-037C;44367;253;Optical Imaging;LEO;Non-Polar Inclined;0;450;461;8,06E-04;45,1;93,7;;;;Rocket Lab Launch Complex 1;Electron
BlackSky Global 4;2019-054E;44499;253;Optical Imaging;LEO;Non-Polar Inclined;0;538;549;7,96E-04;45,01;95,5;;;;Rocket Lab Launch Complex 1;Electron
BlackSky Global 5;2023-041C;55983;253;Optical Imaging;LEO;Non-Polar Inclined;;;;;;;;;;Rocket Lab Launch Complex 1;Electron
BlackSky Global 7;2020-055BP;46088;253;Optical Imaging;LEO;Non-Polar Inclined;0;400;410;7,38E-04;45,01;95,5;;;;Cape Canaveral;Falcon 9
BlackSky Global 8;2020-055BQ;46089;253;Optical Imaging;LEO;Non-Polar Inclined;0;400;410;7,38E-04;45,01;95,5;;;;Cape Canaveral;Falcon 9
BlackSky Global 9;2021-023G;47971;253;Optical Imaging;LEO;Non-Polar Inclined;0;448;460;8,79E-04;45;93,7;;;;Rocket Lab Launch Complex 1;Electron
BlackSky Pathfinder 1;2016-059E;41787;253;Optical Imaging;LEO;Sun-Synchronous;0;661;701;2,84E-03;98,2;98,3;;;3;Satish Dhawan Space Centre;PSLV
Cosmos 2520;2017-046A;42907;253;;GEO;;45;35.781;35.803;2,61E-04;0;1436;;;15;Baikonur Cosmodrome;Proton
Cosmos 2526;2018-037A;43432;253;;GEO;;128;35.779;35.794;1,78E-04;0;1436,09;;;15;Baikonur Cosmodrome;Proton
Cosmos 2533;2018-107A;43867;253;;GEO;;70;35.780;35.792;1,42E-04;0;1436,08;;;15;Baikonur Cosmodrome;Proton
Cosmos 2539;2019-048A;44457;253;;GEO;;55;35.599;35.829;2,73E-03;0;1436;;;15;Baikonur Cosmodrome;Proton
Bluewalker 1;2019-018AD;44105;253;;LEO;Sun-Synchronous;0;435;519;6,13E-03;97,5;94,1;;;;Satish Dhawan Space Centre;PSLV
Bluewalker 3;2022-111AL;53808;253;;LEO;Non-Polar Inclined;0;502;518;1,16E-03;53;95,4;;;;Cape Canaveral;Falcon 9
Brazilsat B-4;2000-046A;26469;253;;GEO;;-84,03;35.772;35.800;3,32E-04;0,07;1436,09;" 	1.050 ";1800;12;Guiana Space Center;Ariane 44LP
Brik-II;2021-058F;48876;253;Signals Intelligence;LEO;Non-Polar Inclined;0;495;521;1,89E-03;60,7;94,5;;;;Virgin Orbit;LauncherOne
BRIO;2018-099BH;43813;253;;LEO;Sun-Synchronous;0;574;591;1,22E-03;97,7;96,3;;;;Vandenberg AFB;Falcon 9
BRISat;2016-039A;41591;253;;GEO;;150,5;35.702;35.876;2,06E-03;0,07;1436,2;;;15;Guiana Space Center;Ariane 5 ECA
BRITE-CA-1;2014-033L;40020;253;;LEO;Sun-Synchronous;0;613;739;8,94E-03;97,97;98,27;;;;Dombarovsky Air Base;Dnepr
BRITE-PL-2;2014-049B;40119;253;;LEO;Sun-Synchronous;0;610;633;1,64E-03;98,02;97,1;;;2;Taiyuan Launch Center;Long March 2B
BRO-1;2019-054A;44495;253;Maritime Surveillance;LEO;Non-Polar Inclined;0;536;550;1,01E-03;45,01;95,5;" 	8 ";;;Rocket Lab Launch Complex 1;Electron
BRO-2;2020-085N;46941;253;Maritime Surveillance;LEO;Sun-Synchronous;0;492;512;1,46E-03;97,4;95;" 	8 ";;;Rocket Lab Launch Complex 1;Electron
BRO-3;2020-085Q;46943;253;Maritime Surveillance;LEO;Sun-Synchronous;0;393;398;3,70E-04;97,5;92,3;" 	8 ";;;Rocket Lab Launch Complex 1;Electron
BRO-4;2021-073A;49066;253;Maritime Surveillance;LEO;Sun-Synchronous;0;520;563;3,11E-03;97,6;95,5;" 	8 ";;;Guiana Space Center;Vega
BRO-6;2022-047AE;52422;253;Maritime Surveillance;LEO;Sun-Synchronous;0;514;522;5,81E-04;97,4;94,9;" 	8 ";;;Rocket Lab Launch Complex 1;Electron
BRO-7;2022-033T;52174;253;Maritime Surveillance;LEO;Sun-Synchronous;0;497;509;8,73E-04;97,4;95,4;;;;Cape Canaveral;Falcon 9
BRO-8;2023-001C;55011;253;Maritime Surveillance;LEO;Sun-Synchronous;0;520;533;9,43E-04;97,5;95;10;;;Cape Canaveral;Falcon 9
BRO-9;2023-054H;56185;253;Maritime Surveillance;LEO;Sun-Synchronous;0;498;507;6,55E-04;97,5;95;10;;;Vandenberg AFB;Falcon 9
Brokkr-1;2023-054B;56179;253;;LEO;Sun-Synchronous;0;498;508;7,27E-04;97,4;95;10;;;Vandeberg AFB;Falcon 9
BSAT-3A;2007-036B;32019;253;;GEO;;109,91;35.778;35.794;1,90E-04;0,03;1436,1;;;13;Guiana Space Center;Ariane 5 ECA
BSAT-3B;2010-056B;37207;253;;GEO;;110;33.066;35.725;3,26E-02;0,07;1365,61;" 	975 ";;15;Guiana Space Center;Ariane 5 ECA
BSAT-3C/JCSat 110-R;2011-041B;37776;253;;GEO;;110;35.784;35.787;3,56E-05;0,05;1436,04;;;15;Guiana Space Center;Ariane 5 ECA
BSAT-4A;2017-059B;42951;253;;GEO;;110;35.719;35.725;7,13E-05;0,02;1432,7;;;15;Guiana Space Center;Ariane 5
BSAT-4B;2020-056A;46112;253;;GEO;;110;35.789;35.798;1,07E-04;0,01;1436,1;;;15;Guiana Space Center;Ariane 5
Buccaneer RMM;2017-073B;43014;253;;LEO;;0;459;819;2,57E-02;97,6;97,4;;;5;Vandenberg AFB;Delta 2
Bufeng-1A;2019-032C;44312;253;Meteorology;LEO;Non-Polar Inclined;0;555;575;1,44E-03;45;96;;;;Yellow Sea Launch Platform;Long March 11
Bufeng-1B;2019-032E;44314;253;Meteorology;LEO;Non-Polar Inclined;0;554;576;1,59E-03;45;96;;;;Yellow Sea Launch Platform;Long March 11
Bugsat-1;2014-033E;40014;253;;LEO;Sun-Synchronous;0;570;617;3,37E-03;97,99;96,55;;;;Dombarovsky Air Base;Dnepr
BulgariaSat-1;2017-038A;42801;253;;GEO;;1,9;35.774;35.797;2,73E-04;0;1436;;;15;Cape Canaveral;Falcon 9
CACTUS-1;2021-002M;47320;253;;LEO;Non-Polar Inclined;0;493;514;1,53E-03;60,7;94,7;;;;FANTM-RAiL [Xtenti];LauncherOne
Calipso;2006-016B;29108;253;;LEO;Sun-Synchronous;0;702;703;7,07E-05;98,2;98,8;;550;3;Vandenberg AFB;Delta 2
CanX-2;2008-021H;32790;253;;LEO;Sun-Synchronous;0;609;629;1,43E-03;97,8;97,1;;;;Satish Dhawan Space Centre;PSLV C9
CanX-4;2014-034C;40055;253;;LEO;Sun-Synchronous;0;642;659;1,21E-03;97,74;98,26;;;;Satish Dhawan Space Centre;PSLV-CA
CanX-5;2014-034D;40056;253;;LEO;Sun-Synchronous;0;643;656;9,26E-04;98,26;97,72;;;;Satish Dhawan Space Centre;PSLV-CA
CanX-7;2016-059F;41788;253;;LEO;Sun-Synchronous;0;661;701;2,84E-03;98,2;98,3;;;;Satish Dhawan Space Centre;PSLV
CAPE-3;2021-002A;47309;253;;LEO;Non-Polar Inclined;0;493;517;1,75E-03;60,68;94,7;;;;FANTM-RAiL [Xtenti];LauncherOne
Capella-8;2023-035C;55910;253;Radar Imaging (SAR);LEO;Non-Polar Inclined;0;597;602;3,59E-04;44;96;" 	90 ";;;Mid-Atlantic Regional Spaceport/Wallops Island;Electron
Capella-6;2021-041BE;48605;253;Radar Imaging (SAR);LEO;Non-Polar Inclined;0;566;587;1,51E-03;53;95,6;;;;Cape Canaveral;Falcon 9
Capella-7;2022-002CS;51072;253;Radar Imaging (SAR);LEO;Sun-Synchronous;0;520;535;1,09E-03;97,5;94,7;" 	90 ";;;Cape Canaveral;Falcon 9
Capella-8;2022-002CR;51071;253;Radar Imaging (SAR);LEO;Sun-Synchronous;0;521;535;1,01E-03;97,5;95,7;" 	90 ";;;Cape Canaveral;Falcon 9
Capella-9;2023-035B;55909;253;Radar Imaging (SAR);LEO;Non-Polar Inclined;0;586;612;1,87E-03;44,1;96;" 	90 ";;;Mid-Atlantic Regional Spaceport/Wallops Island;Electron
CartoSat 1;2005-017A;28649;253;Optical Imaging;LEO;Sun-Synchronous;0;618;619;7,15E-05;97,9;97,1;" 	1.450 ";1100;6;Satish Dhawan Space Centre;PSLV C6
CartoSat 2;2007-001B;29710;253;Optical Imaging;LEO;Sun-Synchronous;0;632;635;2,14E-04;97;97,4;;;5;Satish Dhawan Space Centre;PSLV C7
CartoSat 2A;2008-021A;32783;253;Optical Imaging;LEO;Sun-Synchronous;0;624;643;1,36E-03;97,9;97,4;;;5;Satish Dhawan Space Centre;PSLV C9
CartoSat 2B;2010-035A;36795;253;Optical Imaging;LEO;Sun-Synchronous;0;622;645;1,64E-03;97,9;97,4;;;5;Satish Dhawan Space Centre;PSLV
CartoSat 2C;2016-040A;41599;253;Optical Imaging;LEO;Sun-Synchronous;0;501;519;1,31E-03;97,5;94,8;;;5;Satish Dhawan Space Centre;PSLV XL
CartoSat 2D;2017-008A;41948;253;Optical Imaging;LEO;Sun-Synchronous;0;491;508;1,24E-03;97,5;94,8;;;5;Satish Dhawan Space Centre;PSLV XL
CartoSat 2E;2017-036C;42767;253;Optical Imaging;LEO;Sun-Synchronous;0;334;347;9,69E-04;96,92;91,34;;;5;Satish Dhawan Space Centre;PSLV
CartoSat 2F;2018-004A;43111;253;Optical Imaging;LEO;Sun-Synchronous;0;495;510;1,09E-03;97,5;94,6;;;5;Satish Dhawan Space Centre;PSLV
CartoSat 3;2019-081A;44804;253;Optical Imaging;LEO;Sun-Synchronous;0;500;519;1,38E-03;97,5;94,8;;;5;Satish Dhawan Space Centre;PSLV
CAS500-1;2021-022A;47932;253;Multispectral Imaging;LEO;Sun-Synchronous;0;494;509;1,09E-03;97,4;94,6;;;;Baikonur Cosmodrome;Soyuz-2.1a
Cassiope;2013-055A;39265;253;;LEO;Elliptical;0;325;1.486;7,98E-02;81;103,11;;600;2;Vandenberg AFB;Falcon 9
USA 283;2018-036A;43339;253;;GEO;;-112;35.747;35.826;9,37E-04;0;1436,1;;;;Cape Canaveral;Atlas 5
USA 342;2023-008A;55263;253;;GEO;;-115,45;35.785;35.788;3,56E-05;0,05;1436,1;" 	2.800 ";;;Cape Canaveral;Falcon Heavy
CBERS 4;2014-079A;40336;253;Optical Imaging;LEO;Sun-Synchronous;0;738;748;7,03E-04;98,55;99,67;;2300;3;Taiyuan Launch Center;Long March 4B
CBERS 4A;2019-093E;44883;253;Optical Imaging;LEO;Sun-Synchronous;0;615;635;1,43E-03;97,9;97,2;;2100;5;Taiyuan Launch Center;Long March 4B
CBNT-1;2015-032D;40718;253;;LEO;Sun-Synchronous;0;636;658;1,57E-03;98;97,66;;;;Satish Dhawan Space Centre;PSLV
CBNT-2;2018-004E;43115;253;;LEO;Sun-Synchronous;0;493;505;8,73E-04;97,5;94,5;;;;Satish Dhawan Space Centre;PSLV
CE-SAT-1;2017-036E;42769;253;Optical Imaging;LEO;Sun-Synchronous;0;497;517;1,45E-03;97,45;94,76;;;;Satish Dhawan Space Centre;PSLV
CE-SAT-2B;2020-077F;46818;253;Optical Imaging;LEO;Sun-Synchronous;0;507;523;1,16E-03;97,5;94,2;;;2;Rocket Lab Launch Complex 1;Electron
CELTEE-1;2016-067C;41850;253;;LEO;Sun-Synchronous;0;576;586;7,19E-04;97,98;96,29;;;;Vandenberg AFB;Atlas 5
Centauri-1;2018-099BD;43809;253;;LEO;Sun-Synchronous;0;476;500;1,75E-03;97;95;;;;Satish Dhawan Space Centre;PSLV
Centauri-2;2018-096D;43722;253;;LEO;Sun-Synchronous;0;573;591;1,29E-03;97,7;96,3;;;;Vandenberg AFB;Falcon 9
Centispace-1-S1;2018-075A;43636;253;;LEO;Sun-Synchronous;0;700;719;1,34E-03;98,2;98,8;;;;Jiuquan Satellite Launch Center;Kuaizhou
CeReS;2018-104E;43853;253;;LEO;Polar;0;494;511;1,24E-03;85,04;94,6;;;;Rocket Lab Launch Complex 1;Electron
CERES;2021-105A;49464;253;Electronic Intelligence;LEO;Polar;0;669;672;2,13E-04;75;;;;;Guiana Space Center;Vega
CERES;2021-105B;49465;253;Electronic Intelligence;LEO;Polar;0;671;672;7,10E-05;74,85;;;;;Guiana Space Center;Vega
CERES;2021-105C;49466;253;Electronic Intelligence;LEO;Polar;0;670;673;2,13E-04;75;;;;;Guiana Space Center;Vega
Cesium Satellite 1;2021-088B;49261;253;;LEO;Sun-Synchronous;0;550;580;2,16E-03;97,6;96,2;" 	10 ";;;Vandenberg AFB;Atlas 5
Cesium Satellite 2;2021-088C;49262;253;;LEO;Sun-Synchronous;0;550;580;2,16E-03;97,6;96,2;" 	10 ";;;Vandenberg AFB;Atlas 5
CFOSat;2018-083A;43662;253;Meteorology;LEO;Sun-Synchronous;0;509;523;1,02E-03;97,5;95;;;3;Jiuquan Satellite Launch Center;Long March 2C
Challenge One;2021-022AA;47956;253;;LEO;Sun-Synchronous;0;535;564;2,10E-03;97,5;95,4;;;;Baikonur Cosmodrome;Soyuz-2.1a
Chandra X-Ray Observatory (CXO);1999-040B;25867;253;;Elliptical;Deep Highly Eccentric;0;9.999;138.825;7,97E-01;28,5;3808,92;;2500;5;Cape Canaveral;Space Shuttle (STS 93)
Changshagaoxin ;2018-083H;43669;253;;LEO;Sun-Synchronous;0;505;522;1,23E-03;97,4;94,9;;;;Jiuquan Satellite Launch Center;Long March 2C
Chao Fenbianlu;2016-081B;41899;253;Multispectral Imaging;LEO;Sun-Synchronous;0;690;720;2,12E-03;98,1;98,87;;;;Jiuquan Satellite Launch Center;Long March 2D
Chaohu-1;2022-019V;51843;253;Radar Imaging;LEO;Sun-Synchronous;0;523;549;1,88E-03;97,5;94,5;;;;Wenchang Space Center;Long March 8
CHASE;2021-091A;49315;253;;LEO;Sun-Synchronous;0;500;519;1,38E-03;97,5;94,2;;;3;Taiyuan Launch Center;Long March 2D
SDA-0A TPL York-01;2023-050G;56168;253;;LEO;Polar;0;943;951;5,47E-04;81;;" 	150 ";;;Vandenberg AFB;Falcon 9
SDA-0A TPL York-02;2023-050H;56167;253;;LEO;Polar;0;943;951;5,47E-04;81;;" 	150 ";;;Vandenberg AFB;Falcon 9
SDA-0A TPL York-03;2023-050F;56169;253;;LEO;Polar;0;942;951;6,15E-04;81;;" 	150 ";;;Vandenberg AFB;Falcon 9
SDA-0A TPL York-04;2023-050C;56164;253;;LEO;Polar;0;942;951;6,15E-04;81;;" 	150 ";;;Vandenberg AFB;Falcon 9
SDA-0A TPL York-05;2023-050B;56163;253;;LEO;Polar;0;942;951;6,15E-04;81;;" 	150 ";;;Vandenberg AFB;Falcon 9
SDA-0A TPL York-06;2023-050D;56165;253;;LEO;Polar;0;942;951;6,15E-04;81;;" 	150 ";;;Vandenberg AFB;Falcon 9
