COSPAR_number;NORAD_number;country1;country2;country3;country4;country5
2023-010AX;55314;USA;;;;
2023-010C;55271;USA;;;;
2023-021AG;55658;USA;;;;
2023-010AH;55300;USA;;;;
2023-010AT;55310;USA;;;;
2023-010D;55272;USA;;;;
2023-010V;55288;USA;;;;
2023-010AU;55311;USA;;;;
2023-010AW;55313;USA;;;;
2023-021BC;55678;USA;;;;
2023-010AS;55309;USA;;;;
2023-010AN;55305;USA;;;;
2023-010Q;55283;USA;;;;
2023-010AM;55304;USA;;;;
2023-010W;55289;USA;;;;
2023-010AK;55302;USA;;;;
2023-010AL;55303;USA;;;;
2023-010L;55279;USA;;;;
2023-021BB;55677;USA;;;;
2023-010Z;55292;USA;;;;
2023-021AE;55656;USA;;;;
2023-010Y;55291;USA;;;;
2023-021AF;55657;USA;;;;
2023-010P;55282;USA;;;;
2023-010M;55280;USA;;;;
2023-010S;55285;USA;;;;
2023-010R;55284;USA;;;;
2023-010T;55286;USA;;;;
2023-010U;55287;USA;;;;
2023-015AX;55494;USA;;;;
2022-177AW ;54864;USA;;;;
2022-177AC ;54846;USA;;;;
2023-015AW;55493;USA;;;;
2023-015BA;55497;USA;;;;
2023-015AU;55491;USA;;;;
2023-015BB;55498;USA;;;;
2023-015BC;55499;USA;;;;
2023-015BE;55501;USA;;;;
2022-177W ;54840;USA;;;;
2022-177T ;54837;USA;;;;
2023-046BE;56145;USA;;;;
2022-177U ;54838;USA;;;;
2023-015AT;55490;USA;;;;
2023-046BD;56144;USA;;;;
2023-046AZ;56140;USA;;;;
2023-046BB;56142;USA;;;;
2023-046BA;56141;USA;;;;
2023-046AY;56139;USA;;;;
2022-177BA ;54868;USA;;;;
2022-177K ;54829;USA;;;;
2022-177J ;54828;USA;;;;
2022-177A ;54820;USA;;;;
2022-177H ;54827;USA;;;;
2022-177S ;54836;USA;;;;
2022-177B ;54821;USA;;;;
2022-177Q ;54834;USA;;;;
2022-177Y ;54842;USA;;;;
2022-177AA ;54844;USA;;;;
2022-177R ;54835;USA;;;;
2022-177BE ;54872;USA;;;;
2022-177P ;54833;USA;;;;
2022-175AN ;54794;USA;;;;
2022-177N ;54832;USA;;;;
2022-177L ;54830;USA;;;;
2022-177M ;54831;USA;;;;
2022-177AZ ;54867;USA;;;;
2022-177BD ;54871;USA;;;;
2022-177AY ;54866;USA;;;;
2022-175AG ;54788;USA;;;;
2022-177AT ;54861;USA;;;;
2022-177BC ;54870;USA;;;;
2022-177BB ;54869;USA;;;;
2022-177AU ;54862;USA;;;;
2022-175M ;54769;USA;;;;
2022-177AV ;54863;USA;;;;
2022-177AS ;54860;USA;;;;
2022-177AQ ;54858;USA;;;;
2022-175BE ;54810;USA;;;;
2022-177AR ;54859;USA;;;;
2022-175BB ;54807;USA;;;;
2022-177AX ;54865;USA;;;;
2022-175BA ;54806;USA;;;;
2022-175BC ;54808;USA;;;;
2022-175BD ;54809;USA;;;;
2022-175AQ ;54796;USA;;;;
2022-177AM ;54855;USA;;;;
2022-175AZ ;54805;USA;;;;
2022-177AJ ;54852;USA;;;;
2022-177AL ;54854;USA;;;;
2022-175AS ;54798;USA;;;;
2022-175AT ;54799;USA;;;;
2022-175AY ;54804;USA;;;;
2023-021AU;55670;USA;;;;
2022-175BF ;54811;USA;;;;
2022-175AK ;54791;USA;;;;
2022-175AW ;54802;USA;;;;
2022-177AK ;54853;USA;;;;
2022-175AU ;54800;USA;;;;
2022-175AV ;54801;USA;;;;
2022-175AX ;54803;USA;;;;
2022-175AL ;54792;USA;;;;
2022-177AE ;54848;USA;;;;
2022-175AM ;54793;USA;;;;
2022-177AF ;54849;USA;;;;
2022-175AR ;54797;USA;;;;
2022-175AP ;54795;USA;;;;
2022-175AA ;54782;USA;;;;
2022-175AE ;54786;USA;;;;
2022-175AB ;54783;USA;;;;
2022-175AD ;54785;USA;;;;
2022-175AF ;54787;USA;;;;
2022-175AC ;54784;USA;;;;
2022-175Z ;54781;USA;;;;
2022-175L ;54768;USA;;;;
2022-175AJ ;54790;USA;;;;
2022-175AH ;54789;USA;;;;
2022-175X ;54779;USA;;;;
2022-175N ;54770;USA;;;;
2022-175Y ;54780;USA;;;;
2022-175W ;54778;USA;;;;
2022-175P ;54771;USA;;;;
2022-175Q ;54772;USA;;;;
2022-175R ;54773;USA;;;;
2022-175S ;54774;USA;;;;
2023-021AS;55668;USA;;;;
2023-021AR;55667;USA;;;;
2022-175G ;54764;USA;;;;
2023-021AT;55669;USA;;;;
2023-021AV;55671;USA;;;;
2023-021AW;55672;USA;;;;
2023-021AY;55674;USA;;;;
2022-101AL;53561;USA;;;;
2023-021AX;55673;USA;;;;
2022-175A;54758;USA;;;;
2022-175T ;54775;USA;;;;
2022-175H ;54765;USA;;;;
2023-021AJ;55660;USA;;;;
2022-175V ;54777;USA;;;;
2023-021X;55649;USA;;;;
2022-175U ;54776;USA;;;;
2022-175J ;54766;USA;;;;
2022-175K ;54766;USA;;;;
2022-175K ;54767;USA;;;;
2023-021AM;55663;USA;;;;
2023-021AP;55665;USA;;;;
2023-021AK;55661;USA;;;;
2023-021AH;55659;USA;;;;
2023-021Q;55642;USA;;;;
2023-021AL;55662;USA;;;;
2023-021AN;55664;USA;;;;
2023-058AT;56358;USA;;;;
2023-021R;55643;USA;;;;
2023-021A;55628;USA;;;;
2023-021AA;55652;USA;;;;
2023-046AV;56136;USA;;;;
2023-013B;55332;USA;;;;
2023-013A;55331;USA;;;;
2023-013C;55333;USA;;;;
2023-021Y;55650;USA;;;;
2023-021H;55635;USA;;;;
2023-021B;55629;USA;;;;
2023-021F;55633;USA;;;;
2023-028Z;55764;USA;;;;
2023-021G;55634;USA;;;;
2023-021W;55648;USA;;;;
2023-021S;55644;USA;;;;
2023-021Z;55651;USA;;;;
2023-021L;55638;USA;;;;
2023-021M;55639;USA;;;;
2023-021V;55647;USA;;;;
2023-013BE;55384;USA;;;;
2023-028V;55760;USA;;;;
2023-058AQ;56355;USA;;;;
2023-058AR;56356;USA;;;;
2023-058AS;56357;USA;;;;
2023-028G;55747;USA;;;;
2023-058Z;56340;USA;;;;
2023-058AA;56341;USA;;;;
2023-028S;55757;USA;;;;
2023-021E;55632;USA;;;;
2023-013X;55352;USA;;;;
2023-058T;56334;USA;;;;
2023-058AV;56360;USA;;;;
2023-058AW;56361;USA;;;;
2023-058AU;56359;USA;;;;
2023-058Y;56339;USA;;;;
2023-058S;56333;USA;;;;
2023-058X;56338;USA;;;;
2023-013BH;55386;USA;;;;
2023-013BG;55385;USA;;;;
2023-028AF;55770;USA;;;;
2023-021D;55631;USA;;;;
2023-058U;56335;USA;;;;
2023-028J;55749;USA;;;;
2023-058W;56337;USA;;;;
2023-058V;56336;USA;;;;
2023-046AU;56135;USA;;;;
2023-046AT;56134;USA;;;;
2023-028E;55745;USA;;;;
2023-046AS;56133;USA;;;;
2023-013AY;55377;USA;;;;
2023-013AT;55372;USA;;;;
2023-013BA;55379;USA;;;;
2023-014AU ;55433;USA;;;;
2023-013BB;55380;USA;;;;
2023-013AZ;55378;USA;;;;
2023-028K;55750;USA;;;;
2023-013AH;55362;USA;;;;
2023-013BC;55382;USA;;;;
2023-013BD;55383;USA;;;;
2023-028L;55751;USA;;;;
2023-013AV;55374;USA;;;;
2023-028F;55746;USA;;;;
2023-028H;55748;USA;;;;
2023-013AU;55373;USA;;;;
2023-028AD;55768;USA;;;;
2023-028AE;55769;USA;;;;
2023-013AX;55376;USA;;;;
2023-013AW;55375;USA;;;;
2023-013AS;55371;USA;;;;
2023-028AG;55771;USA;;;;
2023-028A;55741;USA;;;;
2023-028Y;55763;USA;;;;
2023-028B;55742;USA;;;;
2023-028AA;55765;USA;;;;
2023-015AD;55476;USA;;;;
2023-014N ;55403;USA;;;;
2023-014AG ;55421;USA;;;;
2023-028AB;55766;USA;;;;
2023-028D;55744;USA;;;;
2023-028C;55743;USA;;;;
2023-028X;55762;USA;;;;
2023-014AF ;55420;USA;;;;
2023-014W ;55411;USA;;;;
2023-028AC;55767;USA;;;;
2023-014P ;55404;USA;;;;
2023-013Y;55353;USA;;;;
2023-013T;55348;USA;;;;
2023-028W;55761;USA;;;;
2023-028P;55754;USA;;;;
2023-028M;55752;USA;;;;
2023-028R;55756;USA;;;;
2023-014AL ;55425;USA;;;;
2023-014AC ;55417;USA;;;;
2023-028N;55753;USA;;;;
2023-014AA ;55415;USA;;;;
2023-028Q;55755;USA;;;;
2023-014Z ;55414;USA;;;;
2023-014AV ;55434;USA;;;;
2023-013AD;55358;USA;;;;
2023-014Q;55405;USA;;;;
2023-014AB ;55416;USA;;;;
2023-013AP;55368;USA;;;;
2023-014AW                ;55435;USA;;;;
2023-013AK;55364;USA;;;;
2023-015T;55466;USA;;;;
2023-014AE ;55419;USA;;;;
2023-014R ;55406;USA;;;;
2023-013R;55346;USA;;;;
2023-014K ;55400;USA;;;;
2023-014V;55410;USA;;;;
2023-014BA                ;55439;USA;;;;
2023-013AN;55367;USA;;;;
2023-015F;55455;USA;;;;
2023-014AT ;55432;USA;;;;
2023-014AM ;55426;USA;;;;
2023-013AL;55365;USA;;;;
2023-014AX ;55436;USA;;;;
2023-013AE;55359;USA;;;;
2023-014AR ;55430;USA;;;;
2023-014AS ;55431;USA;;;;
2023-013AQ;55369;USA;;;;
2023-014AQ ;55429;USA;;;;
2023-015N;55461;USA;;;;
2023-013AA;55355;USA;;;;
2023-013AJ;55363;USA;;;;
2023-013Z;55354;USA;;;;
2023-015AC;55475;USA;;;;
2023-013AC;55357;USA;;;;
2023-013D;55334;USA;;;;
2023-013Q;55345;USA;;;;
2023-013AM;55366;USA;;;;
2023-013F;55336;USA;;;;
2023-015C;55451;USA;;;;
2023-013M;55342;USA;;;;
2023-013H;55338;USA;;;;
2023-013W;55351;USA;;;;
2023-013E;55335;USA;;;;
2023-013N;55343;USA;;;;
2023-013P;55344;USA;;;;
2023-013S;55347;USA;;;;
2023-013AF;55360;USA;;;;
2023-013AG;55361;USA;;;;
2023-013U;55349;USA;;;;
2023-013G;55337;USA;;;;
2023-013V;55350;USA;;;;
2023-015L;55459;USA;;;;
2023-013L;55341;USA;;;;
2023-013J;55339;USA;;;;
2023-015V;55468;USA;;;;
2023-015P;55462;USA;;;;
2023-015S;55465;USA;;;;
2023-013K;55340;USA;;;;
2023-015R;55464;USA;;;;
2023-015Q;55463;USA;;;;
2023-015U;55467;USA;;;;
2023-015G;55455;USA;;;;
2023-015W;55469;USA;;;;
2023-015J;55457;USA;;;;
2023-015D;55452;USA;;;;
2023-015E;55453;USA;;;;
2023-015AE;55477;USA;;;;
2023-015B;55450;USA;;;;
2023-015AA;55473;USA;;;;
2023-015AG;55479;USA;;;;
2023-015AB;55474;USA;;;;
2023-015AH;55480;USA;;;;
2023-015AF;55478;USA;;;;
2023-015AL;55483;USA;;;;
2023-015AK;55482;USA;;;;
2023-015AJ;55481;USA;;;;
2023-015AN;55485;USA;;;;
2023-015AM;55484;USA;;;;
2023-020W;55589;USA;;;;
2023-020BG;55623;USA;;;;
2023-015A;55449;USA;;;;
2023-020AQ;55607;USA;;;;
2023-015AQ;55487;USA;;;;
2023-020BF;55622;USA;;;;
2023-020AA;55593;USA;;;;
2023-015AP;55486;USA;;;;
2023-015Z;55472;USA;;;;
2023-015AR;55488;USA;;;;
2023-015X;55470;USA;;;;
2023-020BE;55621;USA;;;;
2023-020AZ;55616;USA;;;;
2023-015Y;55471;USA;;;;
2023-020AY;55615;USA;;;;
2023-020K;55578;USA;;;;
2023-020AX;55614;USA;;;;
2023-020AW;55613;USA;;;;
2023-020BB;55618;USA;;;;
2023-020BD;55620;USA;;;;
2023-020AS;55609;USA;;;;
2023-020BC;55619;USA;;;;
2023-020BA;55617;USA;;;;
2023-020AT;55610;USA;;;;
2023-020AN;55605;USA;;;;
2023-020AR;55608;USA;;;;
2023-020U;55587;USA;;;;
2023-020V;55588;USA;;;;
2023-020AD;55596;USA;;;;
2023-020AU;55611;USA;;;;
2023-020D;55572;USA;;;;
2023-020AV;55612;USA;;;;
2023-020AL;55603;USA;;;;
2023-020R;55584;USA;;;;
2023-020B;55570;USA;;;;
2023-020E;55573;USA;;;;
2023-020C;55571;USA;;;;
2023-020AC;55595;USA;;;;
2023-020P;55582;USA;;;;
2023-020Q;55583;USA;;;;
2023-020AE;55597;USA;;;;
2023-020AJ;55601;USA;;;;
2023-020G;55575;USA;;;;
2023-020F;55574;USA;;;;
2023-020AM;55604;USA;;;;
2023-020A;55569;USA;;;;
2023-020AB;55594;USA;;;;
2023-020H;55576;USA;;;;
2023-020J;55577;USA;;;;
2023-020N;55581;USA;;;;
2023-020L;55579;USA;;;;
2023-020AH;55600;USA;;;;
2023-020AF;55598;USA;;;;
2023-020M;55580;USA;;;;
2023-042BD;56037;USA;;;;
2023-020Z;55592;USA;;;;
2023-020Y;55591;USA;;;;
2023-020AG;55599;USA;;;;
2023-020X;55590;USA;;;;
2023-020AK;55602;USA;;;;
2023-042AR;56025;USA;;;;
2023-020T;55586;USA;;;;
2023-020S;55585;USA;;;;
2023-042AS;56026;USA;;;;
2023-042AP;56023;USA;;;;
2023-042AQ;56024;USA;;;;
2023-042AV;56029;USA;;;;
2023-042AT;56027;USA;;;;
2023-042AU;56028;USA;;;;
2023-042AW;56030;USA;;;;
2023-042BA;56034;USA;;;;
2023-042AN;56022;USA;;;;
2023-042AZ;56033;USA;;;;
2023-042AX;56031;USA;;;;
2023-042AY;56032;USA;;;;
2023-042U;56004;USA;;;;
2023-042T;56003;USA;;;;
2023-042BC;56036;USA;;;;
2023-042BB;56035;USA;;;;
2023-042BE;56038;USA;;;;
2023-042W;56006;USA;;;;
2023-042BF;56039;USA;;;;
2023-037C;55916;USA;;;;
2023-028AV;55784;USA;;;;
2023-042BG;56040;USA;;;;
2023-042S;56002;USA;;;;
2023-042BH;56041;USA;;;;
2023-042V;56005;USA;;;;
2023-042Y;56008;USA;;;;
2023-028AZ;55788;USA;;;;
2023-042X;56007;USA;;;;
2023-028BC;55791;USA;;;;
2023-028AL;55775;USA;;;;
2023-028AM;55776;USA;;;;
2023-028AY;55787;USA;;;;
2023-028AK;55774;USA;;;;
2023-028BB;55790;USA;;;;
2023-028AN;55777;USA;;;;
2023-028BA;55789;USA;;;;
2023-028AP;55778;USA;;;;
2023-028AQ;55779;USA;;;;
2023-028AW;55785;USA;;;;
2023-028AR;55780;USA;;;;
2023-028AS;55781;USA;;;;
2023-028AX;55786;USA;;;;
2023-028AU;55783;USA;;;;
2023-028AT;55782;USA;;;;
2023-058AG;56347;USA;;;;
2023-028AJ;55773;USA;;;;
2023-028AH;55772;USA;;;;
2023-058AF;56346;USA;;;;
2023-037U;55932;USA;;;;
2023-037L;55924;USA;;;;
2023-037AK;55947;USA;;;;
2023-037V;55933;USA;;;;
2023-037K;55923;USA;;;;
2023-037D;55917;USA;;;;
2023-037A;55914;USA;;;;
2023-037AJ;55946;USA;;;;
2023-037B;55915;USA;;;;
2023-037H;55921;USA;;;;
2023-037G;55920;USA;;;;
2023-037J;55922;USA;;;;
2023-037AC;55940;USA;;;;
2023-037E;55918;USA;;;;
2023-037F;55919;USA;;;;
2023-058AN;56353;USA;;;;
2023-058E;56321;USA;;;;
2023-058AP;56354;USA;;;;
2023-037AT;55955;USA;;;;
2023-037Y;55936;USA;;;;
2023-037AU;55956;USA;;;;
2023-037AV;55957;USA;;;;
2023-058AM;56352;USA;;;;
2023-058AK;56350;USA;;;;
2023-058AJ;56349;USA;;;;
2023-058AH;56348;USA;;;;
2023-037AR;55953;USA;;;;
2023-058AL;56351;USA;;;;
2023-037AS;55954;USA;;;;
2023-037AQ;55952;USA;;;;
2023-037BD;55965;USA;;;;
2023-037BC;55964;USA;;;;
2023-037S;55930;USA;;;;
2023-037T;55931;USA;;;;
2023-037R;55929;USA;;;;
2023-037AM;55949;USA;;;;
2023-037AL;55948;USA;;;;
2023-042P;55999;USA;;;;
2023-042N;55998;USA;;;;
2023-042L;55996;USA;;;;
2023-042M;55997;USA;;;;
2023-042A;55986;USA;;;;
2023-037BA;55962;USA;;;;
2023-042AM;56021;USA;;;;
2023-037AP;55951;USA;;;;
2023-037AA;55938;USA;;;;
2023-042Q;56000;USA;;;;
2023-037AN;55950;USA;;;;
2023-042AL;56020;USA;;;;
2023-037Z;55937;USA;;;;
2023-037AD;55941;USA;;;;
2023-042B;55987;USA;;;;
2023-042C;55988;USA;;;;
2023-037AE;55942;USA;;;;
2023-037AB;55939;USA;;;;
2023-037P;55927;USA;;;;
2023-037X;55935;USA;;;;
2023-037N;55926;USA;;;;
2023-037M;55925;USA;;;;
2023-037BB;55963;USA;;;;
2023-037AH;55945;USA;;;;
2023-037AG;55944;USA;;;;
2023-037W;55934;USA;;;;
2023-037AW;55958;USA;;;;
2023-037AX;55959;USA;;;;
2023-037Q;55928;USA;;;;
2023-037AF;55943;USA;;;;
2023-037AZ;55961;USA;;;;
2023-042AH;56017;USA;;;;
2023-042AB;56011;USA;;;;
2023-037AY;55960;USA;;;;
2023-042AF;56015;USA;;;;
2023-042AC;56012;USA;;;;
2023-042AD;56013;USA;;;;
2023-042AE;56014;USA;;;;
2023-042AG;56016;USA;;;;
2023-042R;56001;USA;;;;
2023-042AJ;56018;USA;;;;
2023-042E;55990;USA;;;;
2023-042D;55989;USA;;;;
2023-042F;55991;USA;;;;
2023-042AK;56019;USA;;;;
2023-058AB;56342;USA;;;;
2023-042J;55994;USA;;;;
2023-042K;55995;USA;;;;
2023-042G;55992;USA;;;;
2023-058B;56318;USA;;;;
2023-042Z;56009;USA;;;;
2023-058P;56330;USA;;;;
2023-042AA;56010;USA;;;;
2023-042H;55993;USA;;;;
2023-058AX;56362;USA;;;;
2023-058AD;56344;USA;;;;
2023-058AC;56343;USA;;;;
2023-058AE;56345;USA;;;;
2023-058K;56326;USA;;;;
2023-058J;56325;USA;;;;
2023-058N;56329;USA;;;;
2023-058D;56320;USA;;;;
2023-058Q;56331;USA;;;;
2023-058M;56328;USA;;;;
2023-058L;56327;USA;;;;
2023-046Q;56107;USA;;;;
2023-058F;56322;USA;;;;
2023-058H;56324;USA;;;;
2023-058G;56323;USA;;;;
2023-058A;56317;USA;;;;
2023-058C;56319;USA;;;;
2023-046M;56104;USA;;;;
2023-046N;56105;USA;;;;
2023-046AR;56132;USA;;;;
2023-046K;56102;USA;;;;
2023-046H;56100;USA;;;;
2023-046E;56097;USA;;;;
2023-046P;56106;USA;;;;
2023-046AD;56120;USA;;;;
2023-046V;56112;USA;;;;
2023-046R;56108;USA;;;;
2023-046T;56110;USA;;;;
2023-046S;56109;USA;;;;
2023-046U;56111;USA;;;;
2023-046F;56098;USA;;;;
2023-046D;56096;USA;;;;
2023-046C;56095;USA;;;;
2023-046AC;56119;USA;;;;
2023-046AE;56121;USA;;;;
2023-046G;56099;USA;;;;
2023-046AF;56122;USA;;;;
2023-046J;56101;USA;;;;
2023-046L;56103;USA;;;;
2023-046Y;56115;USA;;;;
2023-046A;56093;USA;;;;
2023-046X;56114;USA;;;;
2023-046AL;56127;USA;;;;
2023-046AB;56118;USA;;;;
2023-046AA;56117;USA;;;;
2023-046B;56094;USA;;;;
2023-046W;56113;USA;;;;
2023-046Z;56116;USA;;;;
2023-046AG;56123;USA;;;;
2023-046AP;56130;USA;;;;
2023-046AJ;56125;USA;;;;
2023-046AQ;56131;USA;;;;
2023-046AN;56129;USA;;;;
2023-046AM;56128;USA;;;;
2023-046AK;56126;USA;;;;
2023-046AH;56124;USA;;;;
2022-003F;51099;USA;;;;
2022-065D;52897;USA;;;;
20230001AM;55044;USA;;;;
2022-002DH;51087;USA;;;;
2022-002DJ;51088;USA;;;;
2022-003E;51098;USA;;;;
2021-058C;48873;USA;;;;
2021-058B;48872;Poland;;;;
2021-118A;49817;South Korea;;;;
2001-058B;27056;Denmark;;;;
2001-058C;27057;Poland;;;;
2002-036A;27464;Poland;;;;
2002-036B;27465;Poland;;;;
2003-037A;27868;Poland;;;;
2003-037B;27869;Poland;;;;
2004-037A;28419;USA;;;;
2004-037B;28420;Russia;;;;
2022-020A;51847;Russia;;;;
2022-113A;53815;Russia;;;;
2020-098A;47253;Russia;;;;
2013-003A;39068;Russia;;;;
2009-023A;34903;Russia;;;;
2022-033AM;52192;Russia;;;;
2022-033AL;52191;Russia;;;;
2021-073C;49068;Japan;;;;
2018-099AY;43804;Japan;;;;
2008-038A;33274;Japan;;;;
2018-033A;43271;South Korea;;;;
2016-083A;41907;USA;;;;
2016-083B;41908;Chile;;;;
2018-002A;43099;Chile;;;;
2018-002B;43100;Finland;;;;
2013-067B;39452;Finland;;;;
2013-067A;39451;Japan;;;;
2013-067C;39453;Japan;;;;
2004-047A;28485;China;;;;
2009-051B;35932;China;;;;
2005-041B;28885;China;;;;
2006-033B;29273;China;;;;
2021-095B;49333;France;;;;
2011-052A;37818;France;;;;
2013-072M;39473;France;;;;
2023-054AF;56207;USA;;;;
2021-033J;48256;Switzerland;;;;
2022-019F;51829;France;Italy;;;
2022-019G;51830;France;Italy;;;
2010-030A;36605;UK;;;;
2018-081B;43656;USA;;;;
2000-045B;26464;USA;;;;
2021-059CA;48951;Kenya;Bulgaria;;;
2016-081A;41898;China;;;;
2023-001BS;55073;China;;;;
2019-051B;44482;China;;;;
2002-055A;27566;France;UK;Germany;Spain;
2013-004A;39070;China;;;;
2014-004A;39504;International;;;;
2017-047A;42915;USA;;;;
1988-091B;19548;China;;;;
1991-054B;21639;Israel;;;;
1993-003B;22314;USA;;;;
1995-035B;23613;USA;;;;
2000-034A;26388;USA;;;;
2002-011A;27389;USA;;;;
2022-003B;51095;USA;;;;
2017-042E;42829;USA;;;;
2008-002A;32476;USA;;;;
2021-102B;49396;USA;;;;
2015-077D;41169;USA;;;;
2017-007A;41944;USA;;;;
2009-009A;34111;USA;;;;
2015-068A;41036;USA;;;;
2011-021A;37602;Germany;;;;
2018-069A;43611;Israel;;;;
2018-059A;43562;Japan;;;;
1998-067NV;43547;Singapore;;;;
2018-084G;43677;France;Italy;;;
2007-026A;31698;USA;;;;
2009-035A;35496;France;UK;Germany;Spain;
2018-038A;43435;USA;;;;
2012-039D;38710;USA;;;;
2022-144E;55138;USA;;;;
2022-002BB;51033;USA;;;;
2022-002CG;51062;Japan;;;;
2022-002CH;51063;France;UK;Germany;Spain;
2022-002Q;50998;USA;;;;
2022-002CN;51068;USA;;;;
2022-002CT;51073;Germany;;;;
2022-002AM;51019;USA;;;;
2022-002DD;51083;Israel;;;;
2005-028A;28786;Israel;;;;
2014-002A;39500;Israel;;;;
2016-031A;41552;Israel;;;;
2018-099AQ;43796;Israel;;;;
2007-004A;30580;Israel;;;;
2007-004D;30797;Israel;;;;
2007-004E;30798;Israel;;;;
2008-049A;33396;USA;;;;
2008-006A;32487;USA;;;;
2009-058B;36033;USA;;;;
2015-022A;40613;USA;;;;
2003-026A;27825;USA;;;;
2008-001A;32404;USA;;;;
 2021-035A ;48275;USA;;;;
2010-040A;36985;France;;;;
2012-020A;38256;USA;;;;
2015-061A;40988;France;Italy;;;
2021-067A;49049;USA;;;;
2019-024A;44207;USA;;;;
2019-024B;44209;USA;;;;
2021-074A;49071;China;;;;
2021-074B;49072;China;;;;
2023-030A;55836;China;;;;
2023-030D;55839;China;;;;
2021-117A;49812;China;;;;
2022-031A;52150;China;;;;
2017-012A;42061;China;;;;
2008-019A;32779;China;;;;
2011-032A;37737;China;;;;
2019-017A;44076;China;;;;
2021-124A;50005;China;;;;
2022-078A;53100;China;;;;
2012-040A;38730;China;;;;
2016-072A;41869;China;;;;
2021-063A;49011;China;;;;
2023-003B;55134;China;;;;
2023-003C;55135;China;;;;
2023-039A;55973;China;;;;
2023-039B;55974;China;;;;
2023-039C;55975;China;;;;
2023-039D;55976;China;;;;
2018-083G;43668;China;;;;
2020-051C;45941;China;;;;
2020-080A;46904;China;;;;
2021-039D;48426;China;;;;
2023-003D;55136;China;;;;
2021-055E;48864;China;;;;
2021-065B;49027;China;;;;
2022-019A;51824;China;;;;
2019-052B;44487;China;;;;
2019-032B;44311;China;;;;
2019-087C;44840;China;;;;
2019-087D;44841;China;;;;
2020-003D;45019;China;;;;
2020-076D;46810;China;;;;
2020-102A;47296;China;;;;
2021-033E;48252;China;;;;
2019-093A;44879;China;;;;
2019-093C;44881;China;;;;
2021-091C;49317;China;;;;
2016-048A;41725;China;;;;
2020-082A;46916;China;;;;
2021-003A;47321;China;;;;
2014-053B;40144;China;;;;
2015-049A;40899;China;;;;
2020-058B;46233;China;;;;
2019-032F;44315;China;;;;
2019-032G;44316;China;;;;
2022-066A;52901;China;;;;
2019-005C;43944;China;;;;
2019-072D;44706;China;;;;
2019-087E;44842;China;;;;
2019-087F;44843;China;;;;
2018-008A;43155;China;;;;
2018-008D;43158;China;;;;
2021-091J;49323;China;;;;
2018-094C;43712;China;;;;
2023-007P;55261;China;;;;
2019-080A;44800;China;;;;
2014-033AK;40043;China;;;;
2001-055B;26998;China;;;;
2015-046A;40892;China;;;;
2017-001A;41911;China;;;;
2018-110A;43874;China;;;;
2018-110C;43917;China;;;;
2019-070A;44637;France;Italy;;;
2020-002A;44978;Italy;;;;
2021-010A;47613;USA;;;;
2021-077A;49115;China;;;;
2013-075A;39481;China;;;;
2023-054X;56199;China;;;;
2020-061J;46280;China;;;;
2021-059Y;48901;China;;;;
2022-047AC;52420;China;;;;
2022-047AA;52418;China;;;;
1997-068A;25034;China;;;;
2007-029A;31792;China;;;;
2020-061AS;46312;USA;;;;
2021-059X;48900;Slovenia;;;;
2013-009F;39091;USA;;;;
2015-023A;40617;Germany;;;;
2008-030B;33056;Germany;;;;
2014-007A;39522;USA;;;;
2015-060A;40984;Ukraine;;;;
2021-001A;47306;Estonia;;;;
2021-126A;50212;Germany;;;;
2020-061Y;46294;Canada;;;;
2019-089A;44852;France;Italy;;;
2019-089G;44853;France;;;;
2021-041BF;48606;Japan;;;;
2021-023D;47968;Japan;;;;
2020-061Z;46295;France;Germany;Space;;
2020-059C;46267;France;Germany;Space;;
2021-059P;48892;USA;;;;
2021-023B;47966;Israel;;;;
2021-059V;48898;Israel;;;;
2021-034D;48271;USA;;;;
2017-036AG;42795;USA;;;;
2018-004AK;43144;USA;;;;
1999-063A;25967;USA;;;;
2003-057A;28117;USA;;;;
1993-056A;22787;USA;;;;
1995-003A;23467;USA;;;;
1998-016A;25258;USA;;;;
2009-041C;35683;USA;;;;
2022-002C;50986;USA;;;;
2023-001AT;55050;USA;;;;
2023-001AD;55036;USA;;;;
2023-054W;56198;USA;;;;
2021-059AD;48906;USA;;;;
2022-002AF;51013;USA;;;;
2022-002DC;51082;UK;;;;
2022-002BA;51032;USA;;;;
2022-002CP;51069;USA;;;;
2014-029B;39767;USA;;;;
2020-061E;46276;USA;;;;
2020-083A;46918;USA;;;;
2020-101A;47294;UK;;;;
2020-101B;47295;UK;;;;
2022-002CX;51077;UK;;;;
2021-052A;48846;UK;;;;
2021-052B;48847;Japan;;;;
2021-052C;48848;Spain;;;;
2022-002CV;51075;USA;;;;
2022-064B;52889;USA;;;;
2022-064C;52890;USA;;;;
2022-064D;52891;USA;;;;
2022-064E;52892;USA;;;;
2022-073B;52942;USA;;;;
2021-006AB;47438;USA;;;;
2018-111E;43880;USA;;;;
2021-006BY;47483;USA;;;;
2021-006DQ;47524;USA;;;;
2021-006BC;47463;USA;;;;
2012-046A;38752;USA;;;;
2012-046B;38753;USA;;;;
2023-054AP;56215;France;;;;
2019-038G;44392;Germany;;;;
2021-023A;47965;USA;;;;
2015-077F;41171;USA;;;;
2015-077A;41166;USA;;;;
2017-044B;42901;USA;;;;
2011-059A;37843;USA;;;;
2017-029A;42740;Brazil;;;;
2023-001AZ;55056;Russia;;;;
2023-054U;56196;USA;;;;
